"","H1","H2","H3","H4","H5","U1","U2","U3","U4","U5"
"ASV_1150",0,0,9,0,0,0,0,0,0,0
"ASV_1155",0,19,58,526,46,0,0,0,0,0
"ASV_1157",0,0,8,0,0,0,0,0,0,8
"ASV_1162",73,139,191,0,0,0,0,24,212,0
"ASV_1164",0,0,0,594,44,0,0,0,0,0
"ASV_1171",0,0,0,7,0,0,0,0,0,0
"ASV_1175",0,0,0,0,0,600,0,0,0,0
"ASV_1177",106,44,61,164,0,0,0,0,0,0
"ASV_1178",0,54,0,381,0,0,0,0,0,0
"ASV_1186",135,0,440,20,0,0,0,0,0,21
"ASV_1188",0,0,9,0,0,0,0,0,0,0
"ASV_1199",0,0,6,0,0,0,0,0,0,0
"ASV_1204",0,0,487,118,0,0,0,0,0,0
"ASV_1207",0,0,0,590,0,0,0,13,0,0
"ASV_1209",0,0,0,10,0,0,0,0,0,0
"ASV_1211",0,25,18,168,0,0,0,264,23,0
"ASV_1212",0,0,0,0,0,179,0,60,0,164
"ASV_1215",0,0,0,27,0,0,0,0,0,0
"ASV_1218",430,0,0,83,0,0,0,9,0,62
"ASV_1225",0,6,0,0,0,39,0,122,61,204
"ASV_1229",62,193,253,78,0,0,0,0,0,0
"ASV_1236",0,0,0,4,0,0,0,0,0,0
"ASV_1247",0,0,0,0,0,371,13,161,33,0
"ASV_1253",0,0,0,0,0,0,10,0,0,77
"ASV_1257",299,44,132,0,0,0,40,9,0,0
"ASV_1259",0,0,43,0,0,0,0,0,0,0
"ASV_1263",0,0,0,0,0,0,0,0,0,568
"ASV_1265",0,567,0,0,0,0,0,0,0,0
"ASV_1269",52,5,7,417,0,0,0,0,0,0
"ASV_1278",283,0,0,111,0,0,0,0,0,0
"ASV_1279",55,0,107,399,0,0,0,0,0,0
"ASV_1280",61,0,0,435,0,0,0,0,0,0
"ASV_1281",21,0,93,419,0,0,0,0,0,0
"ASV_1283",0,0,38,34,0,0,130,103,96,20
"ASV_1286",166,152,55,37,141,0,6,0,0,0
"ASV_1287",0,0,0,557,0,0,0,0,0,0
"ASV_1289",11,0,0,0,0,0,0,0,34,0
"ASV_1291",40,53,278,182,0,0,0,0,0,0
"ASV_1306",308,236,0,0,0,0,0,0,0,0
"ASV_1308",0,0,0,543,0,0,0,0,0,0
"ASV_1311",0,0,0,7,0,0,28,41,258,80
"ASV_1314",0,0,0,8,0,0,0,0,0,0
"ASV_1317",33,18,12,122,0,0,52,0,211,87
"ASV_1326",0,0,0,0,0,0,63,49,0,70
"ASV_1327",169,0,295,0,0,0,16,49,0,0
"ASV_1329",3,0,0,0,0,0,0,0,0,0
"ASV_1336",0,0,0,16,0,0,0,0,0,0
"ASV_1337",523,0,0,0,0,0,0,0,0,0
"ASV_1339",0,14,0,0,0,0,17,39,14,438
"ASV_1344",0,0,0,0,0,52,0,0,464,0
"ASV_1351",0,3,2,0,0,19,80,41,194,35
"ASV_1352",0,0,0,512,0,0,0,0,0,0
"ASV_1357",0,0,0,0,0,3,52,63,10,163
"ASV_1358",0,0,18,89,0,29,13,35,29,227
"ASV_1363",3,0,72,0,0,0,0,43,0,0
"ASV_1365",0,0,0,0,0,0,9,0,0,38
"ASV_1367",0,0,0,8,0,0,0,0,0,0
"ASV_1372",0,0,0,0,0,0,0,0,55,0
"ASV_1373",0,0,0,0,0,0,0,0,0,4
"ASV_1377",0,0,0,0,0,0,23,0,0,38
"ASV_1380",0,0,0,5,0,0,0,0,0,0
"ASV_1384",166,0,198,129,0,0,0,0,0,0
"ASV_1386",131,111,179,0,0,0,0,70,0,0
"ASV_1387",14,0,96,198,0,0,0,0,0,152
"ASV_1393",0,0,0,0,0,0,0,7,0,0
"ASV_1395",0,0,31,39,0,0,0,0,0,0
"ASV_1406",0,0,76,0,0,0,0,405,0,0
"ASV_1408",0,0,0,0,0,0,0,0,99,0
"ASV_1413",0,0,0,82,0,0,0,0,0,0
"ASV_1415",0,0,0,62,0,0,0,0,52,60
"ASV_1419",0,0,0,22,0,0,0,0,0,0
"ASV_1421",0,0,0,0,0,0,0,3,0,0
"ASV_1422",0,0,0,0,0,0,0,10,0,0
"ASV_1424",195,61,0,218,0,0,0,0,0,0
"ASV_1425",8,8,0,417,40,0,0,0,0,0
"ASV_1429",12,0,0,45,0,0,0,0,0,0
"ASV_1439",55,0,0,382,0,0,0,0,0,0
"ASV_1441",185,0,40,234,0,0,0,7,0,0
"ASV_1443",44,0,13,15,39,0,0,163,45,0
"ASV_1451",0,5,35,79,342,0,0,0,0,0
"ASV_1453",58,22,263,0,32,0,15,0,0,0
"ASV_1459",139,26,127,142,0,0,0,0,0,0
"ASV_1467",0,0,0,0,0,0,32,67,22,46
"ASV_1469",0,0,0,0,0,0,0,0,0,433
"ASV_1475",28,12,245,61,104,0,0,0,0,0
"ASV_1495",0,0,0,0,0,0,0,0,7,9
"ASV_1496",0,0,0,0,0,0,0,29,0,16
"ASV_1497",0,0,0,437,0,0,0,0,0,0
"ASV_1500",0,0,0,0,0,231,0,0,0,205
"ASV_1501",0,0,0,3,0,0,0,0,0,0
"ASV_1502",0,0,0,0,0,0,0,0,0,51
"ASV_1508",0,0,21,0,0,0,0,0,412,0
"ASV_1511",432,0,0,0,0,0,0,0,0,0
"ASV_1514",0,0,0,431,0,0,0,0,0,0
"ASV_1515",0,0,0,0,0,0,0,431,0,0
"ASV_1516",0,0,0,4,0,0,0,0,0,0
"ASV_1525",0,0,0,0,0,0,0,0,24,0
"ASV_1530",143,0,282,0,0,0,0,0,0,0
"ASV_1533",164,0,17,18,30,0,0,0,24,11
"ASV_1535",31,0,0,22,0,0,0,0,0,0
"ASV_1536",168,11,39,184,0,0,0,0,0,0
"ASV_1543",0,0,0,5,0,0,0,0,0,0
"ASV_1552",0,0,0,0,0,0,0,0,0,3
"ASV_1555",0,0,0,0,0,0,0,0,30,0
"ASV_1557",0,0,0,0,0,0,0,16,240,152
"ASV_1558",417,0,0,0,0,0,0,0,0,0
"ASV_1566",0,0,0,0,0,29,255,14,0,51
"ASV_1571",0,0,31,0,0,0,0,0,0,16
"ASV_1576",0,0,0,0,0,0,0,0,0,2
"ASV_1580",13,0,58,0,0,0,0,19,0,22
"ASV_1581",0,0,14,0,0,0,0,0,0,0
"ASV_1582",270,0,6,0,0,0,0,0,0,0
"ASV_1584",0,0,0,0,0,0,0,6,0,6
"ASV_1586",19,0,0,106,0,0,0,0,0,0
"ASV_1587",0,0,0,0,0,0,77,0,0,148
"ASV_1589",0,0,0,0,0,406,0,0,0,0
"ASV_1592",0,96,48,166,12,0,0,0,0,0
"ASV_1598",0,0,0,9,0,0,0,0,0,0
"ASV_1599",17,0,0,371,0,0,0,0,0,15
"ASV_1602",113,20,89,88,92,0,0,0,0,0
"ASV_1605",31,0,0,0,0,0,0,0,0,0
"ASV_1606",0,0,0,0,0,0,59,48,0,111
"ASV_1607",40,0,4,350,0,0,0,0,0,6
"ASV_1612",0,0,98,85,0,0,0,0,0,0
"ASV_1619",0,0,0,54,0,0,0,262,17,0
"ASV_1621",25,0,0,372,0,0,0,0,0,0
"ASV_1630",21,16,0,23,0,5,9,53,89,178
"ASV_1636",0,0,0,0,0,0,0,0,0,73
"ASV_1637",0,0,0,0,0,0,0,0,0,7
"ASV_1641",16,0,0,374,0,0,0,0,0,0
"ASV_1645",0,125,0,203,0,0,0,0,0,0
"ASV_1648",0,0,68,0,0,0,70,0,181,68
"ASV_1653",94,0,24,75,0,0,0,0,7,0
"ASV_1654",33,0,352,0,0,0,0,0,0,0
"ASV_1658",0,0,0,0,0,0,0,319,0,0
"ASV_1661",0,0,15,0,0,0,0,0,0,0
"ASV_1665",0,0,0,0,0,288,0,60,0,0
"ASV_1670",65,0,253,0,0,0,0,0,60,0
"ASV_1673",0,0,0,0,0,0,0,14,0,0
"ASV_1681",10,0,7,0,0,0,0,0,0,0
"ASV_1682",12,19,0,134,210,0,0,0,0,0
"ASV_1688",20,0,0,31,0,0,0,0,0,0
"ASV_1693",0,0,0,0,0,0,0,334,0,0
"ASV_1699",0,0,370,0,0,0,0,0,0,0
"ASV_1700",0,52,138,0,0,0,0,18,0,0
"ASV_1708",0,0,74,0,0,0,0,292,0,0
"ASV_1716",0,0,0,363,0,0,0,0,0,0
"ASV_1724",0,0,0,0,0,0,24,278,35,23
"ASV_1727",128,17,196,0,0,0,0,8,0,0
"ASV_1729",83,42,0,113,41,0,0,0,0,17
"ASV_1731",0,0,304,0,0,0,0,0,0,0
"ASV_1732",276,0,82,0,0,0,0,0,0,0
"ASV_1736",0,0,0,0,0,0,0,0,102,0
"ASV_1738",0,0,0,0,0,8,0,18,0,0
"ASV_1741",0,0,27,0,0,132,0,61,0,0
"ASV_1742",26,26,222,0,0,0,0,6,0,4
"ASV_1743",0,11,0,0,0,0,0,0,0,0
"ASV_1745",0,0,0,0,0,0,0,0,0,3
"ASV_1746",28,219,45,41,19,0,0,0,0,0
"ASV_1747",0,0,0,22,0,0,24,222,28,8
"ASV_1763",0,0,0,0,0,0,0,37,0,0
"ASV_1764",0,0,0,0,0,0,0,350,0,0
"ASV_1772",0,0,0,52,0,0,0,21,28,0
"ASV_1774",0,0,0,0,0,0,0,13,0,0
"ASV_1775",0,0,0,0,0,0,0,0,0,19
"ASV_1778",0,0,0,0,0,0,10,43,0,292
"ASV_1780",0,0,0,0,0,0,0,0,0,344
"ASV_1782",14,21,50,62,24,0,0,0,0,0
"ASV_1792",0,0,25,0,0,0,0,0,0,0
"ASV_1793",52,0,0,92,0,0,0,0,0,0
"ASV_1795",0,0,0,0,0,0,0,0,0,9
"ASV_1800",22,0,0,303,0,0,0,8,0,0
"ASV_1803",0,14,0,0,0,322,0,0,0,0
"ASV_1811",0,0,19,0,0,0,0,62,0,0
"ASV_1813",128,0,206,0,0,0,0,0,0,0
"ASV_1816",37,0,26,227,0,0,0,0,0,0
"ASV_1829",0,0,195,134,0,0,0,0,0,0
"ASV_1834",0,0,0,328,0,0,0,0,0,0
"ASV_1838",25,0,32,235,0,0,0,0,0,3
"ASV_1839",0,0,0,0,0,0,0,0,4,185
"ASV_1840",0,28,0,0,0,0,29,0,270,0
"ASV_1847",0,0,264,62,0,0,0,0,0,0
"ASV_1854",60,45,0,219,0,0,0,0,0,0
"ASV_1856",0,0,0,6,0,0,0,0,0,0
"ASV_1858",64,70,0,189,0,0,0,0,0,0
"ASV_1866",0,0,278,0,0,0,0,0,0,0
"ASV_1871",79,141,71,27,0,0,0,0,0,0
"ASV_1872",0,0,0,0,0,0,0,0,0,94
"ASV_1873",114,0,179,24,0,0,0,0,0,0
"ASV_1874",0,0,0,0,0,0,0,0,0,317
"ASV_1876",0,0,37,251,28,0,0,0,0,0
"ASV_1880",11,7,28,197,46,0,0,0,0,0
"ASV_1883",31,10,0,176,0,0,0,0,0,0
"ASV_1889",0,0,0,0,0,0,0,0,0,4
"ASV_1892",0,0,0,3,0,0,0,0,0,0
"ASV_1895",0,0,0,0,0,0,0,0,0,311
"ASV_1900",0,0,0,0,0,8,0,0,0,0
"ASV_1901",0,0,0,0,0,0,0,0,0,143
"ASV_1902",18,62,224,0,0,0,0,0,0,0
"ASV_1905",0,0,187,115,0,0,0,0,0,0
"ASV_1906",0,0,0,0,0,99,0,0,178,0
"ASV_1907",0,0,0,299,0,0,0,0,0,0
"ASV_1908",26,0,4,10,0,0,8,20,0,0
"ASV_1912",0,0,0,12,0,0,0,0,0,0
"ASV_1918",0,0,0,0,0,99,10,23,96,69
"ASV_1923",54,20,93,88,0,0,0,48,0,0
"ASV_1924",0,0,303,0,0,0,0,0,0,0
"ASV_1927",0,0,0,0,0,0,0,81,76,0
"ASV_1932",77,0,70,45,25,0,0,0,6,0
"ASV_1934",0,0,0,3,0,0,0,0,0,0
"ASV_1936",55,43,197,0,0,0,0,0,0,0
"ASV_1938",50,58,165,0,20,0,0,7,0,0
"ASV_1942",0,0,0,0,0,0,0,0,0,7
"ASV_1948",0,0,0,294,0,0,0,3,0,0
"ASV_1950",0,0,0,0,0,0,0,4,0,0
"ASV_1953",3,0,0,0,0,0,0,0,0,0
"ASV_1957",0,0,0,0,0,0,0,9,0,0
"ASV_1958",14,22,142,0,0,0,0,55,40,13
"ASV_1968",58,0,90,21,0,0,0,0,0,0
"ASV_1969",94,14,0,122,0,6,0,46,0,9
"ASV_1970",79,0,0,157,55,0,0,0,0,0
"ASV_1991",0,19,1,0,3,0,6,14,0,33
"ASV_1992",37,0,181,44,0,0,0,11,0,0
"ASV_1997",99,0,75,101,0,0,0,0,0,0
"ASV_2001",16,17,11,41,0,0,1,0,1,6
"ASV_2008",23,0,0,75,0,0,6,33,0,16
"ASV_2009",4,0,0,0,0,0,0,0,0,0
"ASV_2015",0,0,0,0,0,0,0,0,0,26
"ASV_2019",13,20,0,25,221,0,0,0,0,0
"ASV_2030",267,0,0,0,0,0,0,0,0,0
"ASV_2035",0,0,144,0,0,0,108,0,0,7
"ASV_2038",0,275,0,0,0,0,0,0,0,0
"ASV_2043",13,5,122,11,0,0,0,0,32,0
"ASV_2045",0,0,0,0,0,0,16,27,26,0
"ASV_2050",0,0,0,0,0,205,0,0,0,0
"ASV_2057",0,0,0,0,0,22,0,0,138,46
"ASV_2058",0,0,187,83,0,0,0,0,0,0
"ASV_2064",0,0,0,0,0,0,5,0,0,0
"ASV_2065",0,0,0,0,0,0,0,14,16,0
"ASV_2066",0,10,9,177,62,0,0,0,0,0
"ASV_2067",0,268,0,0,0,0,0,0,0,0
"ASV_2069",0,0,11,0,0,0,0,0,0,5
"ASV_2070",0,0,0,0,0,0,0,23,0,0
"ASV_2075",0,77,66,95,0,0,0,0,0,0
"ASV_2078",0,0,0,0,0,0,0,30,0,0
"ASV_2079",33,137,90,0,0,0,0,0,0,0
"ASV_2080",95,0,158,12,0,0,0,0,0,0
"ASV_2084",0,0,0,0,0,0,0,0,0,17
"ASV_2104",0,43,4,199,0,0,0,0,0,0
"ASV_2111",26,0,20,6,0,0,0,0,104,31
"ASV_2113",0,0,0,0,0,0,0,0,0,20
"ASV_2123",0,0,0,0,0,0,0,0,6,0
"ASV_2129",0,0,0,0,0,0,0,8,0,155
"ASV_2130",0,0,13,0,0,0,0,0,0,0
"ASV_2138",0,6,0,233,0,0,0,0,0,0
"ASV_2140",0,0,0,0,0,148,0,0,0,0
"ASV_2141",0,0,0,0,0,0,0,0,0,255
"ASV_2142",0,0,0,0,0,0,0,56,0,0
"ASV_2144",0,0,0,0,0,54,0,0,0,0
"ASV_2146",0,0,77,43,0,0,0,0,9,0
"ASV_2149",0,0,175,0,0,0,0,0,0,0
"ASV_2150",0,0,0,0,0,0,0,7,0,0
"ASV_2153",35,78,37,88,0,0,0,0,0,0
"ASV_2156",0,0,0,0,0,0,4,0,0,0
"ASV_2157",0,0,0,0,0,0,0,80,0,0
"ASV_2159",100,0,3,110,0,0,0,0,0,0
"ASV_2171",0,31,0,0,0,0,0,0,0,0
"ASV_2175",103,0,15,106,0,0,0,11,0,0
"ASV_2176",28,0,147,0,0,0,0,0,0,0
"ASV_2181",0,0,0,0,0,10,0,0,0,0
"ASV_2182",0,0,0,8,0,0,6,169,3,39
"ASV_2186",73,0,0,171,0,0,0,0,0,0
"ASV_2187",0,0,0,244,0,0,0,0,0,0
"ASV_2193",0,0,138,46,54,0,0,0,5,0
"ASV_2203",0,0,0,92,0,0,0,0,0,0
"ASV_2208",0,0,0,0,0,0,0,241,0,0
"ASV_2211",0,0,0,0,0,0,23,112,0,105
"ASV_2216",0,11,0,223,0,0,0,0,0,0
"ASV_2217",99,0,12,106,0,0,0,0,0,0
"ASV_2224",0,0,0,0,0,0,33,0,118,56
"ASV_2238",26,0,69,100,19,0,0,0,0,0
"ASV_2239",0,0,0,0,0,0,0,235,0,0
"ASV_2240",0,0,0,0,0,0,0,104,131,0
"ASV_2245",0,0,0,0,0,14,0,0,0,0
"ASV_2257",17,0,10,154,0,0,0,0,0,0
"ASV_2261",0,0,46,0,0,0,0,89,0,55
"ASV_2262",8,159,0,21,0,0,0,42,0,0
"ASV_2264",0,0,0,229,0,0,0,0,0,0
"ASV_2269",0,0,0,0,0,0,0,30,6,12
"ASV_2271",0,0,0,0,0,0,0,0,0,228
"ASV_2272",0,0,0,166,8,0,0,0,0,0
"ASV_2276",0,0,27,29,30,0,0,62,0,21
"ASV_2278",0,0,0,0,0,0,0,39,0,0
"ASV_2288",0,0,0,226,0,0,0,0,0,0
"ASV_2289",0,0,0,0,0,0,0,0,0,226
"ASV_2293",0,0,0,14,0,0,0,0,0,0
"ASV_2297",0,0,0,9,0,0,0,0,0,44
"ASV_2299",0,0,0,0,0,0,0,0,0,20
"ASV_2302",0,0,0,13,0,0,0,161,0,0
"ASV_2303",0,0,0,0,0,31,0,59,0,133
"ASV_2306",0,0,0,0,0,3,0,0,0,0
"ASV_2315",42,0,72,108,0,0,0,0,0,0
"ASV_2318",0,0,0,9,0,0,0,8,0,0
"ASV_2323",0,0,0,4,0,0,0,0,0,0
"ASV_2324",26,0,147,40,0,0,0,0,7,0
"ASV_2325",0,0,0,0,0,0,0,220,0,0
"ASV_2327",0,0,13,0,0,0,0,0,0,0
"ASV_2330",0,0,205,0,0,0,0,0,0,0
"ASV_2331",21,0,0,88,0,0,0,0,0,0
"ASV_2337",0,0,0,0,0,0,0,0,0,174
"ASV_2338",0,0,0,0,0,0,0,129,67,0
"ASV_2345",0,0,0,0,0,0,0,0,0,26
"ASV_2346",178,0,0,37,0,0,0,0,0,0
"ASV_2347",0,40,7,47,121,0,0,0,0,0
"ASV_2353",0,0,0,6,0,0,0,0,0,0
"ASV_2355",0,214,0,0,0,0,0,0,0,0
"ASV_2366",0,0,0,0,0,0,0,0,0,16
"ASV_2373",0,0,0,0,0,0,0,0,0,11
"ASV_2380",0,0,6,0,0,0,0,0,0,0
"ASV_2388",60,0,149,0,0,0,0,0,0,0
"ASV_2392",24,111,15,58,0,0,0,0,0,0
"ASV_2402",7,0,0,165,23,0,0,7,5,0
"ASV_2406",0,178,9,11,0,0,0,0,0,0
"ASV_2409",0,0,0,8,0,0,0,0,0,0
"ASV_2414",0,0,0,0,0,0,0,0,171,0
"ASV_2418",18,0,157,0,0,0,0,16,0,0
"ASV_2419",32,0,0,27,0,0,19,0,33,0
"ASV_2422",0,0,203,0,0,0,0,0,0,0
"ASV_2432",39,0,0,151,0,0,0,0,0,0
"ASV_2456",0,0,0,0,0,17,0,0,0,0
"ASV_2457",0,0,46,0,0,0,0,0,0,0
"ASV_2464",0,0,0,0,0,0,0,35,104,59
"ASV_2472",0,0,0,0,0,0,0,0,0,146
"ASV_2473",0,0,19,0,0,0,0,0,0,0
"ASV_2479",0,26,0,170,0,0,0,0,0,0
"ASV_2480",0,0,0,0,0,0,0,92,0,104
"ASV_2488",0,0,0,0,0,0,0,0,0,148
"ASV_2489",161,0,0,0,0,0,0,34,0,0
"ASV_2494",0,0,0,28,0,0,0,0,0,0
"ASV_2502",0,0,0,0,0,191,0,0,0,0
"ASV_2504",0,0,0,0,0,0,0,94,0,100
"ASV_2505",0,0,2,0,0,0,0,0,0,0
"ASV_2508",0,0,10,0,0,0,11,36,4,0
"ASV_2511",0,0,103,0,0,0,0,0,0,0
"ASV_2512",0,0,53,140,0,0,0,0,0,0
"ASV_2521",9,0,0,0,0,0,0,62,9,0
"ASV_2522",192,0,0,0,0,0,0,0,0,0
"ASV_2527",31,0,0,149,0,0,0,11,0,0
"ASV_2528",0,0,43,148,0,0,0,0,0,0
"ASV_2529",0,0,0,169,22,0,0,0,0,0
"ASV_2533",63,66,0,0,0,0,0,0,0,0
"ASV_2534",72,93,25,0,0,0,0,0,0,0
"ASV_2545",5,6,11,6,0,0,38,5,0,0
"ASV_2547",0,0,0,188,0,0,0,0,0,0
"ASV_2557",28,0,0,133,0,0,0,0,0,7
"ASV_2561",86,0,44,0,0,0,0,0,0,0
"ASV_2565",0,0,0,13,0,0,0,0,0,0
"ASV_2572",0,0,0,0,0,0,0,64,0,105
"ASV_2573",169,0,0,0,0,0,0,0,0,16
"ASV_2579",46,56,55,0,0,0,7,0,0,0
"ASV_2580",0,0,0,0,0,0,0,5,0,0
"ASV_2581",0,0,0,0,0,40,0,144,0,0
"ASV_2587",114,33,0,0,0,0,0,36,0,0
"ASV_2590",0,0,0,2,0,0,0,0,0,0
"ASV_2596",0,0,33,88,27,0,0,0,0,0
"ASV_2598",21,0,0,0,0,0,0,0,0,0
"ASV_2599",0,0,0,182,0,0,0,0,0,0
"ASV_2605",0,0,0,0,0,0,0,0,6,0
"ASV_2610",0,0,0,181,0,0,0,0,0,0
"ASV_2622",71,33,50,20,0,0,0,0,0,0
"ASV_2623",8,0,0,93,66,0,0,0,0,13
"ASV_2627",0,0,0,176,0,0,0,0,0,0
"ASV_2628",0,0,0,0,0,0,129,27,4,19
"ASV_2633",0,13,37,0,0,0,0,0,0,0
"ASV_2641",0,0,0,0,0,50,0,0,0,59
"ASV_2642",58,0,94,0,0,0,0,26,0,0
"ASV_2651",9,32,124,8,0,0,0,0,0,0
"ASV_2655",0,0,0,0,0,0,0,6,0,0
"ASV_2657",0,0,106,26,0,0,0,0,0,0
"ASV_2660",0,0,0,0,0,0,0,11,0,6
"ASV_2664",0,0,0,0,0,0,0,175,0,0
"ASV_2675",0,0,18,0,0,0,0,0,0,0
"ASV_2679",0,15,0,0,0,0,0,0,77,0
"ASV_2680",0,0,0,0,0,0,0,0,0,173
"ASV_2687",0,0,139,0,0,0,0,0,0,0
"ASV_2689",0,0,172,0,0,0,0,0,0,0
"ASV_2690",0,0,0,172,0,0,0,0,0,0
"ASV_2701",0,0,71,60,0,0,0,14,7,0
"ASV_2703",0,0,17,0,0,44,0,101,0,0
"ASV_2704",0,42,97,24,0,0,0,7,0,0
"ASV_2710",14,0,0,24,0,0,0,0,0,0
"ASV_2711",0,169,0,0,0,0,0,0,0,0
"ASV_2717",0,0,7,18,0,0,0,0,0,0
"ASV_2721",0,0,0,107,0,0,0,0,0,0
"ASV_2722",0,0,34,63,0,0,0,0,0,0
"ASV_2725",0,0,0,30,0,0,0,0,0,0
"ASV_2728",93,0,0,0,14,0,0,0,13,47
"ASV_2729",41,0,0,126,0,0,0,0,0,0
"ASV_2730",0,66,0,101,0,0,0,0,0,0
"ASV_2736",0,0,0,141,0,0,0,0,0,0
"ASV_2738",0,0,0,0,0,0,52,13,6,0
"ASV_2740",0,0,0,0,0,0,0,87,66,0
"ASV_2741",0,0,0,0,0,0,0,12,0,0
"ASV_2742",0,0,0,0,0,0,0,0,0,69
"ASV_2750",165,0,0,0,0,0,0,0,0,0
"ASV_2755",50,36,44,24,0,0,0,0,0,0
"ASV_2760",0,0,18,146,0,0,0,0,0,0
"ASV_2761",0,0,3,144,0,0,0,17,0,0
"ASV_2762",0,0,0,0,0,0,0,0,0,164
"ASV_2772",0,0,0,0,0,0,0,0,7,0
"ASV_2774",36,0,0,0,0,0,0,0,100,27
"ASV_2780",0,0,38,71,0,0,0,0,0,0
"ASV_2782",0,0,0,0,0,0,0,33,0,0
"ASV_2793",30,0,74,0,0,0,0,0,0,4
"ASV_2795",0,0,160,0,0,0,0,0,0,0
"ASV_2801",32,0,64,0,0,0,0,0,0,0
"ASV_2811",0,0,0,0,0,158,0,0,0,0
"ASV_2816",9,0,0,9,0,0,0,12,0,0
"ASV_2817",0,45,0,0,0,0,0,0,0,0
"ASV_2825",157,0,0,0,0,0,0,0,0,0
"ASV_2835",0,0,0,0,0,0,0,0,0,154
"ASV_2838",0,0,0,156,0,0,0,0,0,0
"ASV_2839",0,0,0,0,0,0,0,4,0,0
"ASV_2844",3,0,0,0,0,0,19,6,12,9
"ASV_2847",0,0,134,0,0,0,0,0,0,0
"ASV_2861",0,0,0,0,0,6,0,0,0,58
"ASV_2871",0,0,0,0,0,0,0,0,0,122
"ASV_2873",0,0,18,134,0,0,0,0,0,0
"ASV_2875",0,0,8,0,0,0,0,0,0,0
"ASV_2888",0,0,0,151,0,0,0,0,0,0
"ASV_2889",0,0,0,151,0,0,0,0,0,0
"ASV_2900",0,0,0,0,0,0,0,0,150,0
"ASV_2911",30,0,20,54,0,0,0,0,0,0
"ASV_2916",0,0,19,0,0,64,0,0,0,0
"ASV_2923",0,15,65,0,0,0,0,0,0,0
"ASV_2934",3,0,0,0,0,0,0,0,0,0
"ASV_2935",0,0,12,12,0,0,18,70,15,10
"ASV_2937",0,21,61,58,0,0,0,0,0,0
"ASV_2939",146,0,0,0,0,0,0,0,0,0
"ASV_2947",0,0,145,0,0,0,0,0,0,0
"ASV_2955",63,0,0,0,0,0,0,0,60,21
"ASV_2956",0,0,0,0,0,0,0,144,0,0
"ASV_2969",15,0,26,1,44,0,0,3,5,0
"ASV_2970",2,0,4,3,77,0,0,0,13,0
"ASV_2971",94,0,0,46,0,0,0,0,0,0
"ASV_2972",0,0,0,0,0,0,0,0,0,12
"ASV_2973",0,0,56,16,20,0,0,0,0,0
"ASV_2988",0,0,0,0,0,10,0,0,0,0
"ASV_2990",0,31,51,13,0,0,0,0,0,0
"ASV_2992",0,0,142,0,0,0,0,0,0,0
"ASV_2993",0,0,142,0,0,0,0,0,0,0
"ASV_3001",0,0,0,0,0,0,0,0,0,54
"ASV_3002",0,0,0,0,0,0,0,0,0,70
"ASV_3006",31,0,27,0,0,0,0,0,0,0
"ASV_3018",0,12,0,0,0,0,0,0,0,0
"ASV_3025",0,0,0,6,0,0,0,0,0,0
"ASV_3028",0,0,0,0,0,0,0,122,0,0
"ASV_3029",23,95,21,0,0,0,0,0,0,0
"ASV_3034",0,6,0,10,0,0,0,0,0,0
"ASV_3046",0,0,0,0,0,0,0,9,0,12
"ASV_3048",0,0,11,22,0,0,0,38,0,0
"ASV_3056",0,0,0,9,0,0,0,0,0,0
"ASV_3064",0,0,113,14,0,0,0,0,0,0
"ASV_3070",0,131,0,0,0,0,0,0,0,0
"ASV_3072",0,100,35,0,0,0,0,0,0,0
"ASV_3073",0,0,0,135,0,0,0,0,0,0
"ASV_3074",0,0,0,5,0,0,0,0,0,0
"ASV_3088",0,0,0,9,0,0,0,0,0,0
"ASV_3090",0,0,0,0,0,134,0,0,0,0
"ASV_3102",89,0,2,0,0,0,10,0,6,0
"ASV_3105",0,0,35,56,0,0,0,0,0,0
"ASV_3107",0,0,0,0,0,0,0,53,0,0
"ASV_3110",0,20,0,113,0,0,0,0,0,0
"ASV_3111",0,0,133,0,0,0,0,0,0,0
"ASV_3117",0,0,0,0,0,0,0,21,0,0
"ASV_3120",0,0,0,9,0,0,0,0,0,0
"ASV_3129",0,0,0,49,0,0,0,0,0,0
"ASV_3131",0,0,0,0,0,0,0,0,0,23
"ASV_3132",25,0,0,107,0,0,0,0,0,0
"ASV_3133",0,0,0,0,132,0,0,0,0,0
"ASV_3138",15,37,23,37,0,0,0,0,0,0
"ASV_3148",0,0,0,0,0,0,0,112,19,0
"ASV_3151",20,0,0,83,0,0,0,0,0,0
"ASV_3154",19,0,95,0,0,0,0,0,0,0
"ASV_3155",32,50,0,48,0,0,0,0,0,0
"ASV_3156",0,0,0,130,0,0,0,0,0,0
"ASV_3166",0,0,0,0,20,0,0,0,0,0
"ASV_3172",0,0,129,0,0,0,0,0,0,0
"ASV_3177",0,0,0,7,0,0,0,0,0,0
"ASV_3187",0,0,76,0,0,0,0,0,0,0
"ASV_3190",0,0,0,0,0,0,0,0,0,15
"ASV_3191",0,0,0,0,0,0,0,27,0,37
"ASV_3192",0,25,73,30,0,0,0,0,0,0
"ASV_3202",0,0,127,0,0,0,0,0,0,0
"ASV_3203",0,0,20,74,33,0,0,0,0,0
"ASV_3209",0,0,0,7,0,0,0,0,0,0
"ASV_3210",0,0,0,0,0,5,0,0,0,0
"ASV_3217",0,0,0,0,0,0,0,0,0,6
