"","H1","H2","H3","H4","H5","U1","U2","U3","U4","U5"
"ASV_3218",26,13,0,0,0,0,18,57,12,0
"ASV_3219",0,25,0,101,0,0,0,0,0,0
"ASV_3227",26,0,0,0,0,0,0,0,0,0
"ASV_3235",0,15,27,29,17,0,12,0,4,0
"ASV_3236",83,0,13,29,0,0,0,0,0,0
"ASV_3237",65,26,0,34,0,0,0,0,0,0
"ASV_3238",0,0,0,125,0,0,0,0,0,0
"ASV_3239",0,0,0,125,0,0,0,0,0,0
"ASV_3245",23,0,8,0,0,0,0,0,0,0
"ASV_3249",0,0,0,6,0,0,0,0,0,0
"ASV_3250",6,44,0,40,22,0,0,3,0,0
"ASV_3251",0,6,108,10,0,0,0,0,0,0
"ASV_3252",0,0,32,0,0,0,0,69,23,0
"ASV_3253",0,0,15,0,60,0,11,38,0,0
"ASV_3254",0,0,0,124,0,0,0,0,0,0
"ASV_3258",3,0,0,0,0,0,0,0,0,0
"ASV_3272",26,0,40,0,0,0,0,14,0,0
"ASV_3274",0,0,0,0,0,0,0,9,0,0
"ASV_3276",95,0,5,22,0,0,0,0,0,0
"ASV_3277",84,38,0,0,0,0,0,0,0,0
"ASV_3278",0,0,0,122,0,0,0,0,0,0
"ASV_3281",0,0,67,0,0,12,0,0,0,6
"ASV_3283",16,0,0,0,0,0,0,0,0,0
"ASV_3284",0,0,48,0,0,0,0,0,0,50
"ASV_3285",47,44,30,0,0,0,0,0,0,0
"ASV_3286",0,5,10,106,0,0,0,0,0,0
"ASV_3287",0,0,121,0,0,0,0,0,0,0
"ASV_3288",0,0,37,84,0,0,0,0,0,0
"ASV_3300",95,0,0,0,0,0,0,0,0,0
"ASV_3301",0,0,120,0,0,0,0,0,0,0
"ASV_3302",0,0,120,0,0,0,0,0,0,0
"ASV_3312",0,0,0,0,0,37,0,0,0,0
"ASV_3313",0,0,0,119,0,0,0,0,0,0
"ASV_3314",0,0,0,0,0,0,49,0,0,70
"ASV_3320",0,0,0,9,0,0,0,0,0,0
"ASV_3324",0,0,0,0,0,0,0,0,0,88
"ASV_3325",35,0,83,0,0,0,0,0,0,0
"ASV_3326",0,0,0,118,0,0,0,0,0,0
"ASV_3342",0,0,0,0,0,0,0,0,3,0
"ASV_3344",6,0,89,7,15,0,0,0,0,0
"ASV_3350",22,0,0,36,0,0,0,0,0,0
"ASV_3352",28,0,29,43,0,0,0,0,0,3
"ASV_3360",13,12,33,18,0,0,0,0,0,0
"ASV_3362",8,98,0,0,0,0,10,0,0,0
"ASV_3363",0,0,0,107,9,0,0,0,0,0
"ASV_3372",9,0,91,0,0,0,0,0,0,0
"ASV_3374",106,0,0,0,0,0,0,0,0,0
"ASV_3376",115,0,0,0,0,0,0,0,0,0
"ASV_3377",0,7,59,49,0,0,0,0,0,0
"ASV_3378",0,0,115,0,0,0,0,0,0,0
"ASV_3379",0,0,112,0,3,0,0,0,0,0
"ASV_3380",0,0,63,0,52,0,0,0,0,0
"ASV_3387",0,0,0,0,0,0,0,16,0,13
"ASV_3389",0,0,0,0,0,0,0,3,0,0
"ASV_3390",32,0,0,82,0,0,0,0,0,0
"ASV_3400",0,0,0,0,0,0,0,0,71,12
"ASV_3402",0,0,31,0,0,0,0,75,0,0
"ASV_3403",0,0,0,0,0,0,65,0,48,0
"ASV_3426",0,0,0,0,0,0,11,14,0,84
"ASV_3433",0,0,0,63,0,0,0,0,0,0
"ASV_3443",0,0,0,0,0,0,0,5,0,0
"ASV_3444",0,0,7,0,0,0,0,0,0,0
"ASV_3445",4,6,70,31,0,0,0,0,0,0
"ASV_3446",0,0,0,0,0,0,0,0,0,111
"ASV_3457",0,0,7,0,0,13,0,0,41,0
"ASV_3461",0,90,3,9,0,0,0,0,0,0
"ASV_3465",31,0,55,24,0,0,0,0,0,0
"ASV_3466",0,0,0,110,0,0,0,0,0,0
"ASV_3479",66,0,8,23,7,0,5,0,0,0
"ASV_3480",0,0,0,0,0,0,0,0,109,0
"ASV_3498",9,0,65,0,0,0,0,0,0,0
"ASV_3499",0,0,0,0,0,0,0,13,0,95
"ASV_3511",0,0,0,7,0,0,0,0,0,0
"ASV_3513",0,0,0,0,0,0,0,0,0,11
"ASV_3515",6,0,0,0,0,0,0,0,0,0
"ASV_3518",0,0,0,0,0,0,15,45,0,15
"ASV_3525",10,18,0,71,0,0,0,0,0,0
"ASV_3532",0,0,98,0,0,0,0,0,0,0
"ASV_3536",65,0,8,12,16,0,0,5,0,0
"ASV_3537",0,0,0,0,0,0,0,0,106,0
"ASV_3543",0,0,0,0,0,0,0,12,0,0
"ASV_3558",0,0,36,40,23,0,0,0,0,0
"ASV_3561",79,0,20,0,0,0,0,0,0,6
"ASV_3562",12,29,14,45,0,0,0,5,0,0
"ASV_3579",0,40,0,0,0,0,0,0,55,0
"ASV_3581",0,0,0,0,0,21,0,65,0,0
"ASV_3582",75,0,0,29,0,0,0,0,0,0
"ASV_3583",0,0,104,0,0,0,0,0,0,0
"ASV_3584",0,0,104,0,0,0,0,0,0,0
"ASV_3594",0,6,0,83,0,10,0,0,0,0
"ASV_3607",103,0,0,0,0,0,0,0,0,0
"ASV_3608",61,0,0,42,0,0,0,0,0,0
"ASV_3609",10,0,23,0,70,0,0,0,0,0
"ASV_3615",0,0,0,0,0,0,0,0,12,20
"ASV_3619",14,0,0,0,0,0,0,0,0,0
"ASV_3621",1,0,9,0,0,0,0,0,0,0
"ASV_3624",0,0,0,0,0,0,0,0,0,73
"ASV_3625",0,0,0,0,0,0,0,0,51,0
"ASV_3626",0,0,0,0,0,27,0,28,10,19
"ASV_3628",0,0,0,102,0,0,0,0,0,0
"ASV_3644",0,0,0,0,0,11,0,27,5,24
"ASV_3649",41,0,41,0,0,0,19,0,0,0
"ASV_3650",0,0,0,101,0,0,0,0,0,0
"ASV_3651",0,0,0,0,0,0,0,0,0,101
"ASV_3661",3,0,0,0,0,0,0,0,0,0
"ASV_3663",18,0,57,0,0,0,0,0,0,0
"ASV_3665",0,0,0,0,0,0,0,39,0,0
"ASV_3668",0,0,0,0,0,55,0,29,0,0
"ASV_3669",0,0,0,100,0,0,0,0,0,0
"ASV_3673",0,0,0,0,0,0,0,3,0,0
"ASV_3679",0,0,72,0,0,0,0,15,0,0
"ASV_3681",33,0,0,0,0,0,0,0,0,0
"ASV_3686",0,5,21,0,0,0,0,0,0,0
"ASV_3692",0,0,0,10,0,0,0,0,0,0
"ASV_3695",0,0,0,0,0,0,0,0,0,12
"ASV_3709",12,0,0,15,0,0,0,0,0,0
"ASV_3714",0,86,0,0,0,0,0,0,0,0
"ASV_3717",0,0,0,0,0,0,0,14,0,0
"ASV_3718",0,0,7,0,0,0,0,9,0,37
"ASV_3719",97,0,0,0,0,0,0,0,0,0
"ASV_3720",0,0,37,60,0,0,0,0,0,0
"ASV_3733",19,0,0,0,0,0,0,0,0,0
"ASV_3744",0,0,0,0,0,0,0,8,32,17
"ASV_3745",0,0,0,0,0,0,0,0,0,91
"ASV_3746",23,15,25,33,0,0,0,0,0,0
"ASV_3747",0,0,96,0,0,0,0,0,0,0
"ASV_3748",0,0,0,0,0,0,0,0,0,96
"ASV_3761",0,0,0,91,0,0,0,0,0,0
"ASV_3762",5,0,36,0,0,0,0,0,0,0
"ASV_3765",0,0,5,17,0,0,0,0,0,0
"ASV_3770",0,39,0,35,14,0,0,0,0,0
"ASV_3771",0,0,95,0,0,0,0,0,0,0
"ASV_3772",0,0,95,0,0,0,0,0,0,0
"ASV_3773",0,0,0,95,0,0,0,0,0,0
"ASV_3781",17,0,0,0,0,0,0,0,0,0
"ASV_3788",16,0,3,2,0,0,0,0,2,0
"ASV_3792",16,0,42,0,16,0,0,0,0,0
"ASV_3794",19,0,41,34,0,0,0,0,0,0
"ASV_3795",0,0,6,48,40,0,0,0,0,0
"ASV_3809",0,0,0,84,0,0,0,0,0,0
"ASV_3814",0,0,56,0,0,0,0,0,0,0
"ASV_3816",0,5,0,0,0,0,0,0,0,0
"ASV_3818",0,0,0,0,0,0,0,69,0,0
"ASV_3819",0,0,0,0,0,0,0,5,0,0
"ASV_3822",0,0,0,93,0,0,0,0,0,0
"ASV_3831",0,0,0,33,0,0,0,0,0,0
"ASV_3842",0,5,0,59,28,0,0,0,0,0
"ASV_3861",15,0,10,20,0,0,0,0,0,0
"ASV_3871",9,0,0,77,0,0,0,0,0,0
"ASV_3876",0,0,48,0,0,0,0,0,0,0
"ASV_3877",25,0,0,14,0,0,9,0,0,0
"ASV_3882",0,90,0,0,0,0,0,0,0,0
"ASV_3883",0,10,0,68,0,0,0,12,0,0
"ASV_3884",0,0,0,0,0,0,0,0,0,18
"ASV_3898",0,0,75,0,0,0,0,0,0,0
"ASV_3905",0,0,0,0,0,0,5,0,0,0
"ASV_3906",0,0,0,0,0,0,0,0,0,21
"ASV_3907",9,23,0,57,0,0,0,0,0,0
"ASV_3908",0,0,82,0,0,0,0,0,7,0
"ASV_3909",0,0,0,89,0,0,0,0,0,0
"ASV_3910",0,0,0,29,60,0,0,0,0,0
"ASV_3911",0,0,0,0,0,23,0,0,0,66
"ASV_3912",0,0,0,0,0,0,0,64,25,0
"ASV_3929",0,0,0,88,0,0,0,0,0,0
"ASV_3948",0,0,0,20,0,0,0,0,0,0
"ASV_3950",0,0,8,70,0,0,0,0,0,0
"ASV_3951",87,0,0,0,0,0,0,0,0,0
"ASV_3952",0,8,0,79,0,0,0,0,0,0
"ASV_3953",0,0,57,0,30,0,0,0,0,0
"ASV_3954",0,0,0,0,0,0,0,0,0,87
"ASV_3962",0,0,0,4,0,0,0,0,0,0
"ASV_3963",0,0,8,0,0,0,0,0,0,67
"ASV_3966",0,0,0,4,0,0,0,0,0,0
"ASV_3977",0,0,42,0,0,0,0,0,0,0
"ASV_3979",28,0,7,9,31,0,0,11,0,0
"ASV_3980",0,0,86,0,0,0,0,0,0,0
"ASV_3981",0,0,81,0,0,0,0,0,0,0
"ASV_3983",0,0,0,86,0,0,0,0,0,0
"ASV_3988",0,0,58,0,0,0,0,0,0,0
"ASV_3995",5,0,48,28,0,0,0,0,0,0
"ASV_4000",0,0,0,0,0,8,0,0,0,0
"ASV_4001",0,62,0,0,0,0,0,0,0,0
"ASV_4003",85,0,0,0,0,0,0,0,0,0
"ASV_4004",0,0,85,0,0,0,0,0,0,0
"ASV_4005",0,0,72,0,13,0,0,0,0,0
"ASV_4028",0,0,0,0,0,0,12,0,0,23
"ASV_4030",0,0,84,0,0,0,0,0,0,0
"ASV_4057",0,0,0,0,0,0,0,0,0,7
"ASV_4059",0,0,34,0,0,0,0,21,20,0
"ASV_4063",0,83,0,0,0,0,0,0,0,0
"ASV_4064",0,0,0,34,49,0,0,0,0,0
"ASV_4065",0,0,0,0,0,0,0,0,83,0
"ASV_4066",0,0,0,0,0,0,0,0,0,83
"ASV_4071",0,0,10,63,0,0,0,0,0,0
"ASV_4078",0,0,49,0,20,0,0,0,0,0
"ASV_4085",69,0,3,10,0,0,0,0,0,0
"ASV_4086",0,7,50,25,0,0,0,0,0,0
"ASV_4087",0,0,0,82,0,0,0,0,0,0
"ASV_4104",0,0,52,0,0,0,0,0,0,0
"ASV_4107",0,0,0,76,0,0,0,0,0,0
"ASV_4112",30,0,0,0,0,0,0,0,0,51
"ASV_4113",22,0,53,6,0,0,0,0,0,0
"ASV_4114",20,0,0,61,0,0,0,0,0,0
"ASV_4115",0,0,81,0,0,0,0,0,0,0
"ASV_4116",0,0,0,0,0,0,0,0,0,81
"ASV_4130",0,0,0,0,0,0,0,0,0,61
"ASV_4138",0,0,0,0,0,0,0,0,0,19
"ASV_4139",0,0,0,0,0,0,0,0,0,30
"ASV_4144",0,43,37,0,0,0,0,0,0,0
"ASV_4145",0,27,0,53,0,0,0,0,0,0
"ASV_4146",0,0,80,0,0,0,0,0,0,0
"ASV_4170",0,0,0,31,0,0,0,48,0,0
"ASV_4171",0,0,0,0,0,0,0,79,0,0
"ASV_4177",0,0,21,0,0,0,0,0,0,0
"ASV_4190",31,0,0,18,0,0,0,0,0,0
"ASV_4195",0,0,0,0,0,0,0,0,6,0
"ASV_4199",0,0,0,0,0,0,0,22,0,56
"ASV_4205",0,0,0,75,0,0,0,0,0,0
"ASV_4206",0,0,0,9,0,0,0,34,0,0
"ASV_4224",0,0,77,0,0,0,0,0,0,0
"ASV_4225",0,0,77,0,0,0,0,0,0,0
"ASV_4234",0,0,27,33,4,0,0,0,0,0
"ASV_4243",0,0,0,0,0,0,0,45,0,0
"ASV_4244",0,0,73,0,0,0,0,0,0,0
"ASV_4245",76,0,0,0,0,0,0,0,0,0
"ASV_4246",0,0,58,0,18,0,0,0,0,0
"ASV_4247",0,0,27,49,0,0,0,0,0,0
"ASV_4248",0,0,15,61,0,0,0,0,0,0
"ASV_4249",0,0,0,76,0,0,0,0,0,0
"ASV_4250",0,0,0,0,0,0,0,0,0,76
"ASV_4259",0,0,0,61,0,0,0,0,0,0
"ASV_4264",0,0,0,0,0,0,0,0,0,4
"ASV_4271",0,0,0,0,0,0,0,42,0,0
"ASV_4279",0,0,0,57,0,0,0,0,0,0
"ASV_4298",10,42,22,0,0,0,0,0,0,0
"ASV_4301",2,0,0,0,0,0,0,0,0,0
"ASV_4328",8,0,0,0,0,0,0,0,0,0
"ASV_4331",0,0,7,0,0,0,0,0,0,0
"ASV_4332",73,0,0,0,0,0,0,0,0,0
"ASV_4333",0,54,7,12,0,0,0,0,0,0
"ASV_4334",0,11,38,15,0,0,0,0,9,0
"ASV_4335",0,0,0,0,0,0,0,73,0,0
"ASV_4343",4,0,0,12,0,0,0,0,0,0
"ASV_4351",22,0,0,50,0,0,0,0,0,0
"ASV_4352",0,0,72,0,0,0,0,0,0,0
"ASV_4353",0,0,0,0,0,0,0,18,0,54
"ASV_4356",0,0,0,7,0,0,0,0,0,0
"ASV_4365",0,0,56,0,0,0,0,0,0,0
"ASV_4378",0,15,16,27,0,0,0,0,0,0
"ASV_4379",0,0,68,0,0,0,0,0,0,0
"ASV_4383",19,25,22,0,0,0,0,0,0,0
"ASV_4394",0,0,0,0,0,0,0,0,0,21
"ASV_4396",71,0,0,0,0,0,0,0,0,0
"ASV_4397",0,0,11,0,0,0,0,38,22,0
"ASV_4398",0,0,0,71,0,0,0,0,0,0
"ASV_4399",0,0,0,71,0,0,0,0,0,0
"ASV_4400",0,0,0,71,0,0,0,0,0,0
"ASV_4401",0,0,0,0,0,0,0,71,0,0
"ASV_4402",0,0,0,0,0,0,0,0,71,0
"ASV_4424",0,0,0,0,0,0,0,0,0,49
"ASV_4425",0,0,0,0,0,0,0,0,0,6
"ASV_4426",58,0,0,0,0,0,0,0,0,0
"ASV_4428",11,0,0,59,0,0,0,0,0,0
"ASV_4429",0,8,0,54,8,0,0,0,0,0
"ASV_4434",0,0,0,0,0,0,0,5,0,0
"ASV_4436",0,0,0,0,0,0,0,0,5,0
"ASV_4445",0,0,0,21,0,0,0,0,0,0
"ASV_4453",0,0,0,39,27,0,0,0,0,0
"ASV_4454",0,0,6,63,0,0,0,0,0,0
"ASV_4455",0,0,0,69,0,0,0,0,0,0
"ASV_4456",0,0,0,69,0,0,0,0,0,0
"ASV_4457",0,0,0,69,0,0,0,0,0,0
"ASV_4458",0,0,0,0,0,0,0,33,0,36
"ASV_4470",51,0,0,0,0,0,0,0,0,0
"ASV_4474",0,0,0,6,0,0,0,0,0,0
"ASV_4482",0,0,42,14,0,0,0,0,0,0
"ASV_4485",0,0,31,0,0,0,0,30,0,0
"ASV_4500",11,50,7,0,0,0,0,0,0,0
"ASV_4501",0,0,24,32,0,0,0,0,0,0
"ASV_4502",0,0,0,68,0,0,0,0,0,0
"ASV_4503",0,0,0,0,0,0,0,68,0,0
"ASV_4505",0,0,0,0,0,0,0,9,0,0
"ASV_4516",0,0,0,0,0,0,14,24,0,10
"ASV_4529",67,0,0,0,0,0,0,0,0,0
"ASV_4530",0,34,0,0,0,0,0,0,33,0
"ASV_4532",0,0,0,0,0,0,0,0,0,67
"ASV_4565",0,0,66,0,0,0,0,0,0,0
"ASV_4566",0,0,0,66,0,0,0,0,0,0
"ASV_4576",0,0,0,0,0,6,0,0,0,0
"ASV_4584",0,0,13,0,0,0,0,0,0,0
"ASV_4592",0,0,56,5,0,0,0,0,0,0
"ASV_4594",0,0,65,0,0,0,0,0,0,0
"ASV_4595",0,0,39,0,0,0,0,26,0,0
"ASV_4596",0,0,0,0,0,0,0,0,0,2
"ASV_4627",0,0,9,0,0,0,0,0,0,0
"ASV_4630",17,0,0,0,47,0,0,0,0,0
"ASV_4631",0,0,64,0,0,0,0,0,0,0
"ASV_4632",0,0,0,64,0,0,0,0,0,0
"ASV_4634",0,0,0,33,0,0,0,0,0,0
"ASV_4635",0,0,0,0,0,0,0,64,0,0
"ASV_4643",0,0,0,4,0,0,0,0,0,0
"ASV_4648",0,0,0,7,0,0,0,0,0,0
"ASV_4657",0,0,0,3,0,0,0,0,0,0
"ASV_4671",63,0,0,0,0,0,0,0,0,0
"ASV_4672",11,0,0,0,0,0,6,41,5,0
"ASV_4673",0,0,63,0,0,0,0,0,0,0
"ASV_4674",0,0,63,0,0,0,0,0,0,0
"ASV_4675",0,0,0,0,0,0,0,0,63,0
"ASV_4676",0,0,0,0,0,0,0,0,0,63
"ASV_4688",0,0,5,0,0,0,24,0,0,0
"ASV_4706",0,0,3,59,0,0,0,0,0,0
"ASV_4707",0,0,0,62,0,0,0,0,0,0
"ASV_4708",0,0,0,0,0,0,0,0,0,62
"ASV_4745",0,0,0,6,0,0,0,0,0,0
"ASV_4748",0,0,0,61,0,0,0,0,0,0
"ASV_4749",0,0,0,61,0,0,0,0,0,0
"ASV_4750",0,0,0,0,0,0,0,0,0,61
"ASV_4751",0,0,0,0,0,0,0,0,0,61
"ASV_4762",0,0,23,0,0,0,0,0,0,0
"ASV_4784",0,8,0,16,0,0,0,0,0,0
"ASV_4785",0,0,19,0,0,0,0,0,0,7
"ASV_4786",0,0,0,0,0,0,0,0,0,18
"ASV_4788",0,12,0,0,0,0,0,0,30,0
"ASV_4793",60,0,0,0,0,0,0,0,0,0
"ASV_4795",60,0,0,0,0,0,0,0,0,0
"ASV_4796",60,0,0,0,0,0,0,0,0,0
"ASV_4797",18,0,20,22,0,0,0,0,0,0
"ASV_4798",0,0,60,0,0,0,0,0,0,0
"ASV_4799",0,0,60,0,0,0,0,0,0,0
"ASV_4800",0,0,52,0,0,0,0,0,0,8
"ASV_4801",0,0,33,0,27,0,0,0,0,0
"ASV_4802",0,0,17,12,31,0,0,0,0,0
"ASV_4803",0,0,0,0,0,0,0,60,0,0
"ASV_4831",0,0,0,14,0,0,0,0,0,0
"ASV_4832",10,0,0,11,0,0,0,0,29,0
"ASV_4837",0,0,0,0,0,0,0,0,51,0
"ASV_4841",59,0,0,0,0,0,0,0,0,0
"ASV_4842",0,59,0,0,0,0,0,0,0,0
"ASV_4843",0,0,59,0,0,0,0,0,0,0
"ASV_4844",0,0,0,59,0,0,0,0,0,0
"ASV_4845",0,0,0,59,0,0,0,0,0,0
"ASV_4846",0,0,0,0,0,0,0,0,34,25
"ASV_4853",0,0,0,0,0,0,0,10,0,0
"ASV_4859",0,0,0,36,0,0,0,0,0,0
"ASV_4884",58,0,0,0,0,0,0,0,0,0
"ASV_4885",0,15,0,43,0,0,0,0,0,0
"ASV_4886",0,12,7,1,0,0,0,38,0,0
"ASV_4887",0,0,58,0,0,0,0,0,0,0
"ASV_4888",0,0,43,10,0,0,0,0,5,0
"ASV_4889",0,0,9,49,0,0,0,0,0,0
"ASV_4890",0,0,0,0,0,0,17,0,41,0
"ASV_4891",0,0,0,0,0,0,0,0,58,0
"ASV_4892",0,0,0,0,0,0,0,0,0,58
"ASV_4938",37,12,0,0,0,0,0,0,0,0
"ASV_4942",0,0,5,0,0,0,0,32,0,0
"ASV_4945",0,0,57,0,0,0,0,0,0,0
"ASV_4946",0,0,57,0,0,0,0,0,0,0
"ASV_4947",0,0,0,57,0,0,0,0,0,0
"ASV_4948",0,0,0,57,0,0,0,0,0,0
"ASV_4949",0,0,0,57,0,0,0,0,0,0
"ASV_4950",0,0,0,0,0,11,0,30,16,0
"ASV_4979",0,6,45,0,0,0,0,0,0,0
"ASV_4984",10,0,0,0,0,0,0,0,0,0
"ASV_4995",0,0,49,0,0,0,0,0,0,0
"ASV_5001",39,8,9,0,0,0,0,0,0,0
"ASV_5002",0,0,56,0,0,0,0,0,0,0
"ASV_5003",0,0,0,56,0,0,0,0,0,0
"ASV_5004",0,0,0,0,0,56,0,0,0,0
"ASV_5005",0,0,0,0,0,56,0,0,0,0
"ASV_5006",0,0,0,0,0,0,24,0,32,0
"ASV_5007",0,0,0,0,0,0,18,0,38,0
"ASV_5008",0,0,0,0,0,0,0,56,0,0
"ASV_5017",0,0,0,20,0,0,0,0,0,5
"ASV_5032",0,0,0,36,0,0,0,0,0,0
"ASV_5036",0,0,0,3,0,0,0,0,0,0
"ASV_5040",0,0,0,0,0,0,0,0,0,23
"ASV_5044",0,0,33,0,0,0,0,0,0,0
"ASV_5048",0,55,0,0,0,0,0,0,0,0
"ASV_5049",0,0,55,0,0,0,0,0,0,0
"ASV_5050",0,0,0,55,0,0,0,0,0,0
"ASV_5051",0,0,0,0,0,0,0,55,0,0
"ASV_5052",0,0,0,0,0,0,0,0,55,0
"ASV_5070",3,0,0,0,0,0,0,0,0,0
"ASV_5101",0,49,0,0,0,0,0,0,0,5
"ASV_5102",0,18,9,27,0,0,0,0,0,0
"ASV_5114",7,0,0,22,0,0,0,0,0,0
"ASV_5128",0,0,26,0,0,0,0,0,0,0
"ASV_5136",0,0,0,0,0,0,0,6,0,6
"ASV_5141",0,0,0,0,0,0,0,0,0,40
"ASV_5142",0,0,0,0,0,0,0,0,35,0
"ASV_5146",0,0,0,0,0,0,0,21,8,0
"ASV_5148",33,0,14,0,0,0,0,0,0,0
"ASV_5149",0,0,0,53,0,0,0,0,0,0
"ASV_5150",0,0,0,53,0,0,0,0,0,0
"ASV_5151",0,0,0,0,0,0,0,12,0,41
"ASV_5152",0,0,0,0,0,0,0,0,53,0
"ASV_5153",0,0,0,0,0,0,0,0,0,53
"ASV_5188",0,0,21,0,0,0,0,0,0,0
"ASV_5189",0,0,0,0,0,2,0,0,0,0
"ASV_5194",0,18,22,12,0,0,0,0,0,0
"ASV_5195",0,0,52,0,0,0,0,0,0,0
"ASV_5196",0,0,9,43,0,0,0,0,0,0
"ASV_5197",0,0,0,0,0,0,0,52,0,0
"ASV_5198",0,0,0,0,0,0,0,0,0,52
"ASV_5213",0,0,0,0,0,0,0,7,0,0
"ASV_5217",0,0,0,48,0,0,0,0,0,0
"ASV_5219",4,0,0,24,0,0,0,0,0,0
"ASV_5230",0,0,0,6,0,0,0,0,0,0
"ASV_5236",6,0,0,32,0,0,0,0,0,0
"ASV_5244",0,0,0,0,0,0,0,0,0,6
"ASV_5248",0,0,0,10,0,0,0,0,0,0
"ASV_5251",23,0,0,0,0,0,28,0,0,0
"ASV_5252",16,0,0,25,10,0,0,0,0,0
"ASV_5253",0,0,36,15,0,0,0,0,0,0
"ASV_5254",0,0,0,51,0,0,0,0,0,0
"ASV_5255",0,0,0,0,0,0,0,51,0,0
"ASV_5294",50,0,0,0,0,0,0,0,0,0
"ASV_5295",50,0,0,0,0,0,0,0,0,0
"ASV_5296",24,0,13,13,0,0,0,0,0,0
"ASV_5297",0,2,48,0,0,0,0,0,0,0
"ASV_5298",0,0,50,0,0,0,0,0,0,0
"ASV_5299",0,0,50,0,0,0,0,0,0,0
"ASV_5300",0,0,0,50,0,0,0,0,0,0
"ASV_5301",0,0,0,0,50,0,0,0,0,0
"ASV_5302",0,0,0,0,0,50,0,0,0,0
"ASV_5303",0,0,0,0,0,0,0,0,0,50
"ASV_5309",0,0,0,0,44,0,0,0,0,0
"ASV_5330",0,0,0,0,0,0,0,0,0,2
"ASV_5348",28,0,0,0,0,0,0,0,0,0
"ASV_5352",17,0,0,32,0,0,0,0,0,0
"ASV_5353",0,13,36,0,0,0,0,0,0,0
"ASV_5354",0,0,0,49,0,0,0,0,0,0
"ASV_5355",0,0,0,43,0,0,0,0,6,0
"ASV_5399",0,0,0,0,0,0,0,15,0,12
"ASV_5407",22,0,26,0,0,0,0,0,0,0
"ASV_5408",0,0,16,28,0,0,0,0,0,4
"ASV_5412",0,0,0,2,0,0,0,0,0,0
"ASV_5424",0,0,5,13,0,0,0,0,0,0
"ASV_5425",0,0,0,23,9,0,0,5,3,0
"ASV_5439",0,0,0,0,0,0,0,0,33,0
"ASV_5454",0,0,0,0,0,0,0,9,0,0
"ASV_5467",34,13,0,0,0,0,0,0,0,0
"ASV_5468",16,11,0,20,0,0,0,0,0,0
"ASV_5469",16,0,0,31,0,0,0,0,0,0
"ASV_5470",11,0,9,27,0,0,0,0,0,0
"ASV_5471",0,9,0,11,27,0,0,0,0,0
"ASV_5472",0,0,47,0,0,0,0,0,0,0
"ASV_5473",0,0,0,47,0,0,0,0,0,0
"ASV_5474",0,0,0,47,0,0,0,0,0,0
"ASV_5496",0,0,0,0,0,2,0,0,0,0
"ASV_5505",15,0,24,0,0,0,0,0,0,0
"ASV_5520",0,0,0,0,0,0,7,0,0,0
"ASV_5528",0,0,0,0,0,0,0,34,0,0
"ASV_5530",0,30,0,16,0,0,0,0,0,0
"ASV_5531",0,0,46,0,0,0,0,0,0,0
"ASV_5532",0,0,0,46,0,0,0,0,0,0
"ASV_5533",0,0,0,46,0,0,0,0,0,0
"ASV_5534",0,0,0,46,0,0,0,0,0,0
"ASV_5535",0,0,0,46,0,0,0,0,0,0
"ASV_5548",17,0,18,5,0,0,0,0,0,0
"ASV_5566",0,0,0,10,0,0,0,0,0,0
"ASV_5577",11,12,0,0,0,0,0,0,0,0
"ASV_5581",0,0,0,0,0,0,0,0,37,0
"ASV_5584",0,0,0,0,0,0,0,10,0,0
"ASV_5591",0,0,45,0,0,0,0,0,0,0
"ASV_5592",0,0,22,23,0,0,0,0,0,0
"ASV_5593",0,0,0,45,0,0,0,0,0,0
"ASV_5594",0,0,0,45,0,0,0,0,0,0
"ASV_5595",0,0,0,45,0,0,0,0,0,0
"ASV_5611",0,0,0,4,0,0,0,0,0,0
"ASV_5627",0,22,0,18,0,0,0,0,0,0
"ASV_5628",0,0,5,0,0,0,0,30,0,0
"ASV_5632",0,0,0,0,0,3,0,0,0,4
"ASV_5637",31,0,0,0,0,0,9,0,0,0
"ASV_5644",0,0,0,0,0,0,0,0,0,8
"ASV_5646",0,0,0,0,0,7,0,27,0,0
"ASV_5649",44,0,0,0,0,0,0,0,0,0
"ASV_5650",38,0,6,0,0,0,0,0,0,0
"ASV_5651",0,44,0,0,0,0,0,0,0,0
"ASV_5652",0,0,16,21,0,0,0,0,0,0
"ASV_5653",0,0,10,34,0,0,0,0,0,0
"ASV_5654",0,0,0,44,0,0,0,0,0,0
"ASV_5655",0,0,0,44,0,0,0,0,0,0
"ASV_5656",0,0,0,0,0,0,0,0,0,44
"ASV_5678",12,18,0,9,0,0,0,0,0,0
"ASV_5694",0,40,0,0,0,0,0,0,0,0
"ASV_5711",0,0,0,0,0,0,0,17,0,0
"ASV_5714",35,0,8,0,0,0,0,0,0,0
"ASV_5715",29,0,14,0,0,0,0,0,0,0
"ASV_5716",13,0,0,30,0,0,0,0,0,0
"ASV_5717",0,5,38,0,0,0,0,0,0,0
"ASV_5718",0,0,43,0,0,0,0,0,0,0
"ASV_5730",9,0,27,0,0,0,0,0,0,0
"ASV_5737",0,27,0,0,0,0,0,0,0,0
"ASV_5770",0,0,0,0,23,0,8,0,0,0
"ASV_5773",0,0,0,0,0,0,0,0,3,0
"ASV_5777",0,0,0,0,0,0,0,0,0,17
"ASV_5783",42,0,0,0,0,0,0,0,0,0
