SampleID,X1_Ambient_Intact,X10_Ambient_Disrupted,X11_Ambient_Disrupted,X12_Ambient_Disrupted,X2_Ambient_Intact,X3_Ambient_Intact,X39_Medium_Intact,X4_Ambient_Intact,X40_Medium_Intact,X41_Medium_Intact,X42_Medium_Intact,X43_Medium_Intact,X44_Medium_Intact,X46_Medium_Disrupted,X47_Medium_Disrupted,X48_Medium_Disrupted,X49_Medium_Disrupted,X5_Ambient_Intact,X50_Medium_Disrupted,X6_Ambient_Intact,X7_Ambient_Disrupted,X77_Low_Intact,X78_Low_Intact,X79_Low_Intact,X8_Ambient_Disrupted,X80_Low_Intact,X81_Low_Intact,X82_Low_Intact,X83_Low_Disrupted,X84_Low_Disrupted,X85_Low_Disrupted,X86_Low_Disrupted,X87_Low_Disrupted,X88_Low_Disrupted,X9_Ambient_Disrupted
ASV_1_Pseudoalteromonas,0,0,0.028141081,0,0,0,0,0,0.083339647,0,0.025550243,0,0,0,0,0,0,0,0,0.003795451,0,0,0.176202322,0,0,0.156945481,0.00312049,0.014034431,0,0,0,0,0.005724044,0.011616426,0
ASV_3_Sulfurovum,0,0,0.006700257,0,0,0.058690366,0,0,0,0,0.026462751,0,0,0,0,0.003048618,0.03566673,0,0.023868057,0,0,0,2.689676617,0.014052016,0.02732183,0.362775619,0.01560245,0,0,0.061184884,0,0.023321983,0,0.04530406,0
ASV_4_Unidentified Vallitaleaceae,0.088181428,0.059026433,0.134005146,0,0.12329932,0,1.559381569,0.038228387,0.654089956,0.632568786,1.114173085,0.600724538,0.851335891,0.185313194,0.208390374,0.464152065,0.815579228,0.094644249,0.280847475,0.622453885,0,3.942071674,1.62037037,0.597210675,0.067253736,1.710963028,1.823926356,0.959019461,2.529011455,0.885268783,2.688325802,0.900228555,4.812966867,0.630771911,0.073300781
ASV_5_QGON01,0,0,0,0,0,0.050306028,0,0,0.042932545,0.006186492,0.172464138,0,0.023554748,0,0.009126586,0,0,0,0,0,0,0,0,0,0,0,0,0.029628244,0,0,0,0,0,0.009293141,0
ASV_6_Unidentified Bacteria,0,0.042425249,0,0.07069041,0,0.230569297,0.107329448,0,0.419223679,0.133009574,0.236339745,0,0.139646006,0.058829585,0,0.059448048,0.280578277,0,0.10820186,0.136636219,0,0.795287187,0.65989497,0.21195124,0,0.51200247,0.255100051,0.13878493,0.299956881,0.456974599,0.943773952,0.254987017,0.278570134,0.167276529,0
ASV_7_Unidentified Spirochaetia,0,0,0.041541595,0,0,0,0,0.012742796,0.025254438,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357587065,0,0,0.869632336,0,0,0.012185748,0,0,0,0,0.019747924,0
ASV_9_Caldithrix,0,0,0,0,0,0,0.010644243,0,0.068186984,0.102077115,0.208051976,0.045856835,0,0,0,0.034296951,0.36736732,0,0.051714124,0,0,5.321551301,0.435323383,0.338419382,0,0.537731237,2.35362952,0.299401198,3.348268686,1.798261967,2.636847223,0.377816129,1.276461778,0.568043213,0
ASV_10_Unidentified Spirochaetia,1.598571009,2.177521997,2.10522084,1.706668462,0.590986395,1.148654314,1.534545003,0.671727377,1.101093517,0.966639343,1.482826587,0.623652955,0.982569487,1.994322945,2.128015576,1.590616354,0.822712574,0.267230821,2.11311868,1.16646846,1.323877801,0.736377025,0.335129906,2.128880406,2.458964713,0.735842746,1.395639115,0.704840319,1.95721865,1.144348524,2.305096379,1.708723977,1.05608609,0.805018296,1.949564333
ASV_11_Fusibacter_B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013916652,0,0,0,0,0,0.069467672,0,0,0,0,0,0,0,0,0
ASV_12_Unidentified Gammaproteobacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.070201276,0.174474848,0.21195124,0,0.457972059,0.46261263,0.0499002,1.074220581,0.221795203,0.800777899,0.163253883,0.186031425,0.127780682,0
ASV_13_Fulvivirga,1.243584236,1.128880527,1.033179674,0.976200895,1.041666667,1.806824851,1.209895598,1.225128793,1.18190772,1.212552392,1.006497062,1.880130233,1.277003836,0.979512597,1.130175535,0.949644455,0.823901465,0.701480904,0.96108711,1.056400395,0.95845656,1.040746195,0.160655058,0.975444102,1.197957168,0.396223017,0.542185123,1.08376996,0.62803472,0.754294892,1.418520849,0.841146198,0.85765257,1.122146715,1.327689961
ASV_14_Vibrio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008751621,0,0,0,0.207296849,0,0,0.131216713,0,0.015593812,0,0,0,0,0,0,0
ASV_15_Hyphomonas,0,0,0,0,0,0.058690366,0,0,0,0.089704131,0.077563237,0,0,0,0,0,0.064200114,0,0.031824077,0,0,0,0.058734107,0,0,0,0,0,0,0,0,0,0,0,0
ASV_16_Robertkochia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007741975,0.417280314,0.086373687,0.103048116,0,0,0.521121816,0,0.388069215,0.448370474,0.26883258,0.079294743,0.592438538,0.393796829,0
ASV_17_Vibrio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22588929,0,0,0,0,0.343642612,0.304035379,0.155743176,0,0.334473975,1.429184382,0.096681637,0.846440824,1.072647489,1.246925585,0.268980207,0.333902558,0.241621653,0
ASV_18_Malonomonas,0.886336401,1.024661981,0.946076329,0.897094961,1.105442177,1.605600738,0.806301392,1.186900406,0.91926156,1.187806425,0.636018542,1.58664649,0.970792113,0.919212272,1.028261994,0.934401366,0.670534525,1.859481127,0.796397515,1.037423142,1.05290866,1.217476681,0.179657269,0.710797803,0.752401169,0.661229321,0.348714748,1.001122754,0.59054011,0.793491458,1.035291426,0.886235365,0.660173057,0.856130569,0.997836445
ASV_19_Desulfosarcina,1.080787754,0.767343626,0.798670669,0.801157976,0.99914966,1.081579609,0.962416953,0.859228515,0.674293507,1.181619933,0.638756068,1.632503325,0.996029342,0.942744106,1.090626996,0.784256938,0.59325661,1.096759826,0.671488014,0.838794565,0.77884273,1.48257241,0.160655058,1.101912245,1.267312583,0.797591787,0.45325116,0.92003493,0.670216156,0.826951941,1.418520849,0.957756114,0.75843581,1.266190393,0.960003783
ASV_20_Unidentified Geminicoccaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.898379971,0.236663903,0.172137195,0,0.249569043,0.234816866,0.074850299,0.568980709,0.249519603,0.800777899,0.164808682,0.227053739,0.112679329,0
ASV_21_Saccharicrinis,0.98582314,0.595798056,0.808051029,1.341434679,0.680272109,0.616248847,0.796544169,0.516083229,0.949566886,0.562970753,0.752819652,1.724216995,0.763846827,1.461915197,0.908095282,0.559421372,0.41492296,0.846230932,1.374800105,0.607272083,0.348388895,0.486008837,0.119195688,0.752953851,1.031924508,0.360202743,0.592893084,0.355538922,0.414315442,0.272463934,0.755019161,0.421350498,0.406407113,0.446070744,0.721185108
ASV_22_Maribacter,0.378727926,0.441775958,0.632504288,0.092570775,0.331632653,0.415024734,0.53398618,0.644421386,0.308104149,0.904774425,0.903383582,0.100885037,0.580456289,0.248554998,0.536947461,0.356688286,1.10329085,0.283932747,0.268913446,0.383340503,0.459873341,1.413843888,0.145107794,0.455519515,0.422437528,0.195538632,1.890236767,0.461576846,1.805365479,2.167283296,1.384201796,0.648351136,0.974041461,0.640065052,0.483548704
ASV_23_Unidentified Gammaproteobacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.718213058,0,0,0,0,0.265241643,0,0.03561988,0.0277244,0,0,0,0,0
ASV_24_Unidentified Bacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034364261,0,0,0,0,0,0,0.013123114,0,0.045758737,0,0.294788258,0.067375269,0
ASV_25_Unidentified Spirochaetia,0.042960183,0.244406323,1.289129503,0.169993604,0.238095238,0.083843381,0,0.305827098,0,0,0,0,0,0,0,0,0.014266692,0.896336711,0,0.29224969,0.029419507,0,0,0,0.111389,0,0,0,0,0,0,0,0,0,0.120591608
ASV_26_Ilumatobacter,0.793632849,0.725840666,0.684766295,0.385431043,0.969387755,0.99354406,0.833799019,1.270638778,0.62378463,1.00685154,0.450779282,1.724216995,0.972474595,0.464753725,0.867025646,0.650879907,0.525489823,1.196971384,0.424055819,0.737582551,0.659616308,0.59891998,0.143380321,0.729533824,0.657825603,0.342192606,0.206732457,1.049463573,0.472432088,0.639573235,0.69782074,0.536405616,0.599116589,1.012952315,0.822860386
ASV_27_S5133MH16,0,0,0,0,0,0,0,0,0,0,0,0,0.020189784,0,0,0,0.065389005,0,0,0,0,0.162002946,0.053551686,0.101877115,0,0.100342193,0.166166088,0.068612774,0.313079995,0.222751217,1.155408111,0.25187742,0.296696273,0.031364349,0
ASV_28_Cohaesibacter,0.019219029,0,0.06432247,0,0,0,0.048786113,0,0.570750309,2.522542029,3.183742746,0.976750585,0.950602329,0,0.413738554,1.114269818,10.8878638,0,0.190944459,0.056931758,0,0,0.820550028,0,0,0.038593151,0,0,0,0,0,0,0,0,0
ASV_29_Unidentified Gammaproteobacteria,0.731453637,0.692638297,0.448917238,0.351768943,0.68877551,0.99354406,0.663491134,0.951158684,0.643988181,0.910960917,0.432529109,0.995093319,0.893397941,0.447104849,0.590185878,0.68212824,0.469611946,0.874067476,0.397800956,0.709749247,0.645680752,1.345115366,0.103648425,0.622972704,0.529623169,0.604626032,0.337793034,0.912238024,0.493991489,0.764811044,0.571984213,0.800721427,0.533290085,1.330080734,0.536750884
ASV_30_Formamonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274914089,1.471807629,0.031617036,0,0.607198909,0,0.059256487,0.059054011,0.082217187,0,0,0.072504555,0.041819132,0
ASV_31_Halomonas,0,0,0,0.015147945,0,0,0,0,0,0,0.041975399,0,0,0,0,0.005335081,0.122455773,0,0.014320834,0,0,0.559646539,0.107103372,0.057379065,0,1.574600561,0.497718142,0.087325349,0.29620742,0.230399327,1.344162901,0.060637157,0.324362485,0.166114886,0
ASV_32_Unidentified Rhizobiales,0,0.3384797,2.4817753,0.116134244,0.242346939,0.050306028,0,0.423242859,0,0.07887777,0.158776508,0,0.245642372,0.051475887,0.059322807,0.028199715,0.904746053,0.707048213,0.053305328,2.04068723,0.114581237,0,0,0,0.174439377,0,0.030424777,0,0,0,0,0,0,0,0.210444179
ASV_33_Unidentified Gammaproteobacteria,0,0,0,0,0,0,0,0,0,0,0,0,0.030284676,0,0,0,0,0,0,0,0,0.481099656,1.737838585,0,0,0.627781923,0.014822327,0.0249501,0.006561557,0.113765643,0,0,0.062964482,0,0
ASV_34_Unidentified Peptostreptococcales,0.818504533,0.480512054,0.427476415,1.1125324,0.612244898,0.838433806,0.885246192,0.281251707,0.467207112,0.176315016,0.604080739,1.79758793,0.575408843,1.066286235,0.617565635,0.740814133,0.124833555,0.334038526,0.930854238,0.760355254,0.263227165,0.422189494,0.065644002,0.75178285,0.80284147,0.581470142,0.29878691,0.313435629,0.38713185,0.146270112,1.000972373,0.455556074,0.314822412,0.2265203,0.643155244
ASV_35_RZYY01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045792351,0,0
ASV_36_Unidentified Desulfosarcinaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.746195385,0.051824212,0.118271134,0,0.509429593,0.556227328,0.051459581,0.346825144,0.528675634,0.852256478,0.188130665,0.238501827,0.530870651,0
ASV_37_Unidentified Melioribacteraceae,0.463517761,0.680648553,0.562821612,0.245733329,0.731292517,0.762974763,0.556161686,1.013962463,0.522766876,0.900134556,0.358615907,0.93089375,0.810956323,0.341211595,0.591706976,0.663074379,0.4624786,0.695913595,0.292781504,0.526302472,0.555873837,0.427098675,0.053551686,0.405166458,0.49809798,0.223840276,0.132620821,0.729790419,0.428375921,0.599420656,0.497626266,0.528631621,0.53138207,0.769007376,0.569854462
ASV_38_Unidentified Peptostreptococcales,0,0,0.032161235,0,0,0,0,0.028216191,0,0,0,0,0,0,0,0,0,0,0.013525233,0.036689355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_39_SZUA-318,0.955298799,0.272074964,0.234509005,0.228902279,0.693027211,0.176071099,0.122408792,0.175668542,0.603581079,1.186259802,0.469029456,0.151327555,0.309576688,0.064712544,0.103434638,0.160814591,1.026012935,0.17815388,0.066830561,0.182181625,0.738584457,0.417280314,0.943200663,0.695574786,0.195456169,0.532585484,2.572843936,0.929391218,0.212781913,0.532499689,0.263112738,1.1179004,0.180307381,0.528547366,0.367686178
ASV_40_Nocardioides_B,0.471431479,0.536771623,0.458297599,0.407311408,0.676020408,0.721053073,0.41778653,0.580707407,0.548021315,0.453160524,0.530167537,0.66950979,0.572043879,0.591237333,0.45480819,0.554086291,0.261556021,0.695913595,0.467018323,0.592090281,0.340646919,0.456553756,0.089828635,0.439125496,0.378302264,0.254714797,0.28630495,0.527070858,0.401192329,0.272463934,0.446147686,0.528631621,0.279524141,0.329906488,0.399607486
ASV_41_GCA-2746365,0.688493454,0.453765702,0.537360635,0.663143367,0.535714286,0.465330762,0.568579969,0.324031092,0.684395282,0.298498229,0.399678797,0.692438208,0.508109563,0.820672716,0.523257583,0.272851296,0.282956059,0.94644249,0.776507467,0.432681359,0.43509902,0.235640648,0.065644002,0.457861517,0.626300414,0.308745208,0.486016305,0.288485529,0.301831612,0.258123727,0.743579477,0.346720152,0.275708112,0.347331126,0.646702056
ASV_43_Maribacter_A,0.57317928,0.536771623,0.557461407,0.538593597,1.003401361,0.86358682,0.348598952,0.335863688,0.631360962,0.33561718,0.52104245,0.412711515,0.543441685,0.791257924,0.558242828,0.52817304,0.231833745,1.21367331,0.637277132,0.303636042,0.450582971,0.486008837,0.169292427,0.387601438,0.74819781,0.306172331,0.206732457,0.336826347,0.325265743,0.294452252,0.634902477,0.443117683,0.279524141,0.283440785,0.47645508
ASV_44_Sulfitobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207019586,0,0
ASV_45_Unidentified Peptostreptococcales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171821306,0.051824212,0,0,0,0.113117759,0.0249501,0.184660955,0.140534029,0.085797632,0,0.072504555,0.031364349,0
ASV_46_UBA1844,0.598050964,0.432553078,0.451597341,0.415726933,0.37414966,0.444369917,0.555274666,0.519724027,0.325782256,0.45625377,0.4526043,0.949236484,0.402113197,0.583883635,0.593228073,0.522837958,0.280578277,0.317336599,0.49486439,0.404848055,0.393292352,0.28473245,0.079463792,0.580816656,0.645215527,0.239277536,0.243398214,0.375810878,0.400254963,0.361373218,0.703540582,0.371596934,0.342488623,0.378695475,0.615963019
ASV_47_Nitrosospira,0.005652656,0.057181857,0.014740566,0.00673242,0,0.033537352,0.021288486,0.021844793,0.042932545,0,0.022812717,0,0,0,0,0.071642519,0.599201065,0,0.007956019,0.045545406,0.007741975,0,2.199074074,0,0,0.254714797,0.01560245,0.020271956,0.07311449,0.017208248,0,0.080849542,0,0,0
ASV_48_Ilumatobacter,0.582223529,0.308966484,0.371194254,0.780960716,0.56122449,0.435985579,0.580111232,0.33040249,0.441952673,0.273752262,0.338540716,1.261062961,0.385288377,0.863324166,0.512609899,0.388698774,0.179522541,0.662509743,0.654780374,0.351711748,0.314324203,0.30436917,0.100193477,0.481281544,0.573758433,0.457972059,0.252759683,0.308757485,0.205282991,0.260035755,0.491906423,0.402692912,0.263306017,0.202125806,0.607687124
ASV_49_QGON01,0.042960183,0.263774371,0.065662521,0.05385936,0.140306122,0,0.054108234,0.035497788,0.222239059,0,0.111326058,0,0,0.095598076,0.480666849,0.262943288,0.687178999,0,0.046940513,0.056931758,0.558970627,0,9.179795467,0.05269506,0.201761207,2.256412895,0.024183797,0.555139721,0.31401736,0.457930613,0,0.278309001,0.289064214,0.394958471,0.374779802
ASV_50_IGN16,0,0,0,0,0,0,0,0.010922396,0,0.077331147,0.236339745,0,0.099266438,0.027944053,0.041069636,0.022864634,0.864323759,0,0.048531717,0,0,0.206185567,0.134742952,0,0,0.136362467,0.241837969,0,0.526799273,0.420646074,0.531945318,0,0.252811937,0.072021839,0
ASV_51_UBA4055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112911144,0.034549475,0.147546167,0,0.069467672,0.152123883,0.053018962,0.231529218,0.103249491,0.257392896,0.054417961,0.188893447,0.038334205,0
ASV_52_Desulfobacter,0.183146042,0.214893107,0.268010292,0.186824654,0.701530612,0.192839775,0.083379902,0.141080953,0.785413036,0.382015868,1.006497062,0.142156188,0.355003701,0.026473313,0.498920021,0.68212824,0.531434278,0.439817392,0.308693542,0.087295362,0.96774693,0.132547865,0.732448867,0.452006511,1.013009395,0.241850413,0.274603113,1.138348303,0.356198796,0.843204176,0.097237316,0.629693549,0.315776419,0.442585816,0.160788811
ASV_53_Neptuniibacter,0.416035453,0.558906535,0.672705832,0.269296799,0.238095238,0.268298818,0.392062943,0.404128666,0.454579892,0.434601049,0.375041063,0,0.486237297,0.397099701,0.485230142,0.451957594,0.328133917,0.167019263,0.398596558,0.416234407,0.478454082,0.176730486,0.043186844,0.432099488,0.49809798,0.11835233,0.357296095,0.382048403,0.415252807,0.366153287,0.423268318,0.342055755,0.238501827,0.368240692,0.526110448
ASV_54_Unidentified Gammaproteobacteria,0.486128383,0.45929943,0.560141509,0.472952503,0.459183673,0.498868114,0.463911582,0.414140863,0.320731369,0.321697573,0.424316531,0.660338423,0.393700787,0.472107423,0.497398923,0.300288857,0.306733879,0.545596259,0.494068788,0.407378356,0.281807906,0.28964163,0.070826423,0.419218474,0.521216452,0.146653974,0.248078948,0.313435629,0.253088619,0.217015134,0.503346108,0.310959777,0.250903922,0.263692862,0.485913245
ASV_55_Vibrio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19865948,0,0,0,0,0,0,0,0,0,0,0,0
ASV_56_Tepidibacter_A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240549828,0,0.066747075,0,0,0.149003394,0.076409681,0.596164301,0.156786264,0,0,0.151687162,0.109194401,0
ASV_57_Cochleicola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167564953,0,0,0.231558906,0,0,0,0.009560138,0,0,0,0,0
ASV_58_Vibrio,0.005652656,0.022134912,0.105864065,0.04712694,0,0.029345183,0,0.073726176,0,0.108263606,0.209876994,0,0.010094892,0,0.016732074,0.028199715,0,0.038971161,0,0.030363604,0.013935556,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_59_BMS3ABIN14,0.435254483,0.348624869,0.510559605,0.484734238,0.31037415,0.381487382,0.465685622,0.393206269,0.345985807,0.501105835,0.287440231,0.811665979,0.464365031,0.452987808,0.422865139,0.304861783,0.310300552,0.67364436,0.361203268,0.3630981,0.467615317,0.186548846,0,0.401653454,0.449759358,0.146653974,0.223895152,0.405439122,0.210907182,0.258123727,0.366069896,0.32184337,0.298604287,0.339199628,0.431528794
ASV_60_Unidentified Bacteroidales,0,0,0,0,0,0,0,0,0.027779882,0.072691279,0.133226266,0,0.127868632,0,0,0,0.683612326,0,0.046144911,0,0,0.618556701,0.193477059,0.085483097,0,0.928808501,0.400982954,0,0.315892091,0.126193822,0.61774295,0.1399319,0.234685798,0.144043678,0
ASV_62_Desulforhopalus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044466981,0,0.071239759,0,0,0,0.057240438,0,0
ASV_63_IMCC34051,0,0.010145168,0.021440823,0,0.042517007,0,0,0.02912639,0,0,0.015512647,0,0.035332122,0.008824438,0.018253171,0.008383699,0.065389005,0.033403853,0.017503242,0,0.029419507,0,0.148562742,0.011710013,0.006305038,0,0.022623552,0,0.022496766,0,0.097237316,0.023321983,0.025758197,0.111517686,0
ASV_65_S5133MH16,0.038438058,0.029513216,0.030821184,0,0,0,0.111764549,0,0.106068642,0.21498059,0.215352046,0.165084606,0.127868632,0.066183284,0.060843905,0.04954004,0.602767738,0.083509631,0.073195376,0.051871157,0,0.441826215,0.500967385,0.133494151,0,0.280443564,0.816008113,0.199600798,0.354324066,0.376669439,2.322255906,0.155479889,1.554077904,0.33106813,0
ASV_67_Unidentified Peptostreptococcales,0.009044249,0.243484035,0.159466123,0.02019726,0.136054422,0.176071099,0.017740405,0.041869186,0.16415385,0.040212197,0.187976786,0.165084606,0.035332122,0.036768491,0.045632929,0,0.048744531,0,0.019094446,0.043015106,0.034064692,0,0.038004422,0.236542267,0.031525189,0,0.062409798,0.202719561,0,0.137665988,0.102957158,0.04197957,0.122112935,0.13126561,0.039014932
ASV_69_Muricauda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_70_BMS3Bbin01,0.313157121,0.290520724,0.250589623,0.557107752,0.625,0.415024734,0.314005162,0.20934593,0.873803571,0.259832655,0.251852393,0.513596552,0.291069386,0.616239907,0.366584527,0.236267882,0.20211147,0.740452065,0.427238227,0.269476987,0.408776303,0.333824251,0.081191266,0.423902479,0.409827452,0.37821288,0.363537075,0.299401198,0.154665267,0.270551907,0.423268318,0.26587061,0.216559659,0.216065517,0.386602509
ASV_71_Electrothrix,0.362900491,0.239794883,0.387274871,0.599185377,0.242346939,0.134149409,0.278524353,0.205705132,0.305578705,0.213433967,0.605905756,0.201770074,0.28602194,0.475048902,0.500441118,0.300288857,0.432756325,0.200423115,0.502820409,0.227727031,0.342195315,0.147275405,0.08291874,0.372378421,0.403522414,0.151799727,0.535944143,0.115394212,0.198721434,0.297320293,0.531945318,0.320288571,0.19843352,0.178892955,0.399607486
ASV_72_Thiodiazotropha,0.384380582,0.249017763,0.332332762,0.621065742,0.361394558,0.469522931,0.413351429,0.15200335,0.351036695,0.187141377,0.254589919,0.802494612,0.314624134,0.658891356,0.404611968,0.374217839,0.105811299,0,0.516345641,0.341590547,0.150194324,0.152184585,0.08291874,0.40750846,0.510708056,0.164664111,0.261341031,0.222991517,0.189347781,0.172082485,0.543385003,0.197459459,0.207019586,0.171923099,0.289656314
ASV_73_CADEDH01,0,0.047036689,0.116584477,0,0,0,0,0.028216191,0.108594085,0.182501508,0.365003468,0.114642087,0.153105862,0.022061095,0.112561224,0.069356056,1.776203158,0,0.039780096,0.031628754,0.023225926,0.112911144,0.150290216,0,0,0.082332055,0.053048329,0,0.086237603,0.066920966,0.171595264,0.034205576,0.069642533,0.026717779,0.03546812
ASV_74_Xanthomarina,0.417165985,0.351391733,0.418096055,0.164944289,0.412414966,0.381487382,0.406255267,0.567054412,0.250018941,0.544411278,0.192539329,0.770394827,0.450905175,0.20296207,0.43503392,0.263705443,0.341211718,0.556730876,0.180601634,0.394726854,0.390195562,0.328915071,0,0.331393374,0.35938715,0,0.102976167,0.456898703,0.235278679,0.347989025,0.326031002,0.26587061,0.33676458,0.530870651,0.491824598
ASV_76_S5133MH16,0.085920365,0.483278918,0.34037307,0.270979904,0.144557823,0.17187893,0.061204396,0.072815976,0.265171604,0.069598033,0.200751907,0.064199569,0.035332122,0.144132484,0.453287092,0.538843202,0.549267643,0.128048102,0.249023399,0.097416563,0.558970627,0,2.872788834,0.081970093,0.216472962,0.980266035,0.044466981,0.261976048,0.708648132,0.601332683,0.177315106,0.545734409,0.172675323,0.217227159,0.368868449
ASV_77_Unidentified Nitrincolaceae,0.390033238,0.270230388,0.255949828,0.706904097,0.488945578,0.402448227,0.308683041,0.269419111,0.555597646,0.262925901,0.219914589,0.66950979,0.259102228,0.477990381,0.360500137,0.274375605,0.222322617,0.54002895,0.469405128,0.253030035,0.201291362,0.373097693,0.057006633,0.406337459,0.342573716,0.324182468,0.322970706,0.218313373,0.205282991,0.130973891,0.469027055,0.262761012,0.160273228,0.147528605,0.385420238
ASV_78_Halioglobus,0.30185181,0.395661557,0.372534305,0.289494059,0.633503401,0.60367234,0.264332029,0.536107622,0.351036695,0.484092983,0.190714312,0.646581373,0.402113197,0.226493904,0.308782818,0.36583414,0.306733879,0.762721301,0.232315758,0.369423851,0.334453339,0.549828179,0.060461581,0.196728222,0.298438452,0.223840276,0.152123883,0.419473553,0.215594008,0.258123727,0.331750844,0.401138113,0.19843352,0.364755765,0.333400329
ASV_79_SZUA-582,0.395685893,0.442698246,0.365834048,0.346719628,0.106292517,0.276683156,0.319327284,0.24120292,0.36113847,0.150022426,0.343103259,0.123813454,0.245642372,0.445634109,0.571932707,0.356688286,0.129589119,0,0.372341695,0.350446598,0.263227165,0.068728522,0.024184632,0.395798447,0.590571867,0.13378959,0.337793034,0.179328842,0.338388857,0.198850871,0.360350054,0.326507766,0.188893447,0.168438172,0.521381365
ASV_80_Fusibacter_B,0,0,0,0,0,0,0,0,0,0,0.176114173,0,0,0,0,0,0,0,0.006364815,0,0,1.46784487,0.031094527,0.152230172,0,0.123498083,0.224675274,0.179328842,0.250276523,0.414909991,0.480466739,0.046643967,0.401637077,0.279955858,0
ASV_81_Fulvivirga,0.247586316,0.354158597,0.359133791,0.203655704,0.089285714,0.222184958,0.221755058,0.254855915,0.444478117,0.318604327,0.488192138,0.233869858,0.203580322,0.288264968,0.366584527,0.366596294,0.262744912,0.050105779,0.273687058,0.279598188,0.16722667,0.093274423,0.067371476,0.281040318,0.321556924,0.056603288,0.488356672,0.127869261,0.522112446,0.195026816,0.53766516,0.23788423,0.226099732,0.202125806,0.237636404
ASV_82_WS-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.509604754,0,0,0,0,0,0,0,0,0,0,0,0
ASV_83_CADEDH01,0.308634997,0.299743604,0.297491424,0.589086747,0.395408163,0.339565691,0.336180668,0.366810478,0.29547693,0.216527213,0.225389641,0.531939286,0.338178881,0.40298266,0.261628791,0.272851296,0.13077801,0.428682775,0.466222721,0.3656284,0.202839757,0.181639666,0,0.30094734,0.409827452,0.151799727,0.133400944,0.261976048,0.158414728,0.109941588,0.148715895,0.158589486,0.15931922,0.171923099,0.394878403
ASV_86_Unidentified Gammaproteobacteria,0.489519976,0.289598436,0.270690395,0.385431043,0.238095238,0.222184958,0.4559284,0.394116469,0.209611839,0.334070557,0.291090265,0.738295043,0.386970859,0.355918992,0.363542332,0.200446623,0.186655887,0.517759715,0.354042851,0.260620936,0.213678522,0.211094747,0,0.374720423,0.483386226,0.131216713,0.117798494,0.212075848,0.154665267,0.181642623,0.400388949,0.199014258,0.268076053,0.260207934,0.377144343
ASV_88_SZUA-217,0.359508897,0.260085219,0.364493997,0.351768943,0.25085034,0.322797015,0.286507535,0.354977882,0.282849711,0.343350295,0.231777202,0.334754895,0.376875967,0.366214169,0.354415746,0.262943288,0.253233784,0.250528894,0.334948405,0.296045141,0.348388895,0.162002946,0.038004422,0.343103388,0.269014943,0.120925206,0.1700667,0.321232535,0.184660955,0.254299672,0.343190528,0.270535006,0.19843352,0.248591508,0.342858494
ASV_89_UBA4421,0,0,0,0,0,0,0,0,0,0,0.01368763,0.050442518,0,0,0,0,0.007133346,0,0,0,0,0,0,0,0,0,0,0,0.011248383,0,0,0,0,0,0
ASV_90_Dethiosulfatibacter,0.219323038,0.295132164,0.296151372,0.382064833,0.280612245,0.339565691,0.269654151,0.333133089,0.494986994,0.289218491,0.22630215,0.362268996,0.275927048,0.416219317,0.409175261,0.19663585,0.231833745,0.439817392,0.32460558,0.269476987,0.289549882,0.270004909,0.058734107,0.284553322,0.334166999,0.24442329,0.230136131,0.285366766,0.187473051,0.245695548,0.314591317,0.30785018,0.186031425,0.325259918,0.286109502
