,H1,H2,H3,H4,H5,U1,U2,U3,U4,U5
ASV_201,0.330542199,0.046443085,0.70100115,0.144277976,0,0.007862975,0.025937567,0.27668159,0.078379486,0
ASV_204,0.065908716,1.695172599,0.977569928,0,0.372208437,0,0,0,0,0
ASV_208,0.004493776,0.029473496,0.18470668,0.004675675,0,0,0,1.537229154,0.029482192,0
ASV_209,0.67656296,0.038404859,0.876374247,0.521671754,0,0,0.027463306,0,0,0
ASV_212,0.004493776,0.076809717,0.028000747,0.012691118,0,0,0,0,0,0
ASV_215,0.003994468,0,0,0.005343629,0,0.00917347,0,0.006880182,0.010786168,0.005550468
ASV_216,0.016477179,0,0,0.03339768,0,0,0,0,0,0
ASV_222,0.009986169,0,0,0,0,0,0,0,0,0
ASV_230,0,0,0,0,0,0.347281377,0.987153276,0.072733349,0,0.819486899
ASV_238,0.033952975,0.010717635,0.036351847,0,0,0.3708703,0,0.468835234,0,0.840895845
ASV_239,0,0,0,0.007347489,0,0,0,0,0,0.004361082
ASV_247,0,0,0.005403653,0,0,0,0.016783131,0.033909467,0.026605881,0.013876169
ASV_248,0.002995851,0,0,0.010687257,0,0,0,0,0,0
ASV_249,0.063412174,0.053588175,0.017684682,0.217752871,0,0,0,0.011794597,0,0.00396462
ASV_251,0.749461995,0.051801902,0.209268738,0.333976795,0.178349876,0,0.212077752,0.154804087,0.314237022,0.018237251
ASV_252,0,0,0,0.032061772,0,0,0,0,0,0
ASV_255,0,0,0,0.012023165,0,0,0,0,0,0
ASV_256,0.054424622,0.819005939,0.221058526,0,1.318238213,0,0,0.479646948,0,0.107441195
ASV_260,0.021470264,0,0,0,0,0,0,0,0,0
ASV_261,1.615262861,0,0,0,0,0,0,0,0,0
ASV_264,0,0,0,0,0,0,0.035092002,0,0,1.261938461
ASV_268,0,0,1.562638162,0,0,0,0,0.007371623,0,0
ASV_273,0,0,0,0.012023165,0,0,0,0,0,0
ASV_274,0,0,0.011298547,0.012691118,0,0.178227423,0.926123707,0.286018979,0.222914135,0.460292351
ASV_276,0.044937761,0.019648997,1.474705992,0,0,0.053730326,0,0,0,0
ASV_278,0,0,0,0,0,0.047177847,0,0.010811714,0,0
ASV_279,0.162774557,0.051801902,0.853285912,0.555737387,1.14764268,0,0,0,0,0
ASV_280,0,0.811860849,0,0,0,0.053730326,0,0.017691896,1.392853804,0.00594693
ASV_281,0,0,0,0.015362933,0,0,0,0,0,0
ASV_284,0,0,0.007368618,0.010687257,0,0.152017508,0,0.012286039,0,0.004757544
ASV_286,0.211706786,0.477827893,0.142459939,0.992579036,0,0,0,0,0,0.00396462
ASV_288,0,0,0,0,0,0,0,0.022606311,0,0
ASV_289,0.258641781,0.628767919,0.063370111,0.677972894,0.224875931,0,0,0,0,0
ASV_291,0,0.132184165,0.010316065,0.008683397,0,0.203126843,0.09764731,0.229994643,1.121042375,0.099115493
ASV_294,0,0.043763676,0.006386135,0.006011582,0,0.16381197,0.082389918,0.289950512,0.287631142,0.526105039
ASV_295,0,0.01429018,0,0,0,0,0,0,0,0
ASV_298,0,0,0.04617667,0,0,0.356454847,0,0.420182521,0.051054528,0.547910447
ASV_299,0.04194191,0.083954807,0.973639999,0,0.108560794,0.045867352,0,0.121386062,0.015100635,0.14669093
ASV_301,0,0,1.422143187,0,0,0,0,0,0,0
ASV_302,0,0,0,0.005343629,0,0.023588924,0,0.004914415,0.005033545,0
ASV_303,0,0,0,0.005343629,0,0,0,0.004914415,0,0
ASV_305,0,0,0,0.020038608,0,0,0,0,0,0
ASV_306,0.218697105,0.016969589,0.401344036,1.003266293,0,0,0,0.010811714,0,0
ASV_307,0,0,0,0.070803081,0,0,0,0,0,0
ASV_309,1.027077498,0.034832314,0.27313009,0.025382236,0,0,0,0.049144155,0,0
ASV_312,0,0,0.032913158,0,0,0.470467978,0.239541058,0.024080636,0.079098564,0.720371406
ASV_314,0.076893502,0.006251954,1.243331401,0.03339768,0,0,0,0,0,0.007532777
ASV_316,0,0,0,0,0,0,0,0,0,0.00594693
ASV_319,0.004493776,0,0,1.70595347,1.062344913,0,0,0,0,0
ASV_322,0.044438453,1.300406377,0.569348516,0,0,0,0,0,0,0.00396462
ASV_328,0.02596404,0.015183316,0.027018264,0.090841688,0,0,0,0,0,0.006739854
ASV_331,0.015478562,0,0.021614611,0,0,0.342039394,0,0.749448357,0.230104913,0.087221634
ASV_332,0.019972338,0.040191131,0,1.671219884,0,0,0,0,0,0.017047865
ASV_335,0.060416323,0.936006788,0.230392109,0.011355211,0,0.121876106,0,0.099271192,0,0.022598332
ASV_336,0,0.006251954,0,0.013359072,0,0,0,0,0,0
ASV_338,0,0.217925244,0.008842341,0.017366793,0,0.266030639,0.123584877,0,1.066392458,0.022994794
ASV_344,0,0,0,0,0,0,0,0.007371623,0,0
ASV_347,0,0,0.006877376,0.003339768,0,0,0,0,0,0
ASV_355,0,0,0,0,0,0.035383386,0.061029569,0.293390603,0.049616372,0.358798086
ASV_358,0,0.033046041,0.049124117,0,0,0,0,0,0,0
ASV_361,0.031955741,0.158085116,0.003929929,1.308521084,1.411290323,0,0,0,0,0
ASV_363,0.016477179,0.008038226,0.590963127,0,0,0,0.440938635,0.027029285,0.235857536,0.183561894
ASV_365,0,0,0.003929929,0,0,0,0,0,0,0.00396462
ASV_369,0,0,0,0,0,0.020967932,0,0,0,0.015858479
ASV_370,0,0,0,0.010019304,0,0,0,0,0,0
ASV_372,0,0.01429018,0,0,0,0.031451898,0.064081047,0.923418664,0.116490612,0.020219561
ASV_376,0,0,0,0.024046329,0,0,0,0,0,0
ASV_377,0,0,0,0.013359072,0,0,0,0,0,0
ASV_378,0.238669443,0.016076452,0.451941876,0.585127345,0,0,0,0,0,0
ASV_379,0.044937761,0.008931362,1.016377981,0,0,0,0,0,0,0
ASV_393,0.185243438,0.684142366,0.079089828,0.541710362,0,0,0,0,0,0.013876169
ASV_394,0,0.054481311,0,0,0,0,0,0,0,0.837327688
ASV_395,0.09386999,0.100924396,0.398396589,0,0.418734491,0.022278428,0,0,0,0.005550468
ASV_397,0,0,0,0,0,0,0.061029569,0,0,0.80362842
ASV_403,0.286603055,0.050908766,0.328149102,0.305922744,0,0,0.021360349,0.052092804,0,0.02616649
ASV_408,0,0,0,1.425412962,0,0,0,0,0,0
ASV_409,0,0.008931362,0,0,0,0.1546385,0.155625401,0.061430193,0.06040254,0.1125952
ASV_410,0,0,0,0,0,0.08649272,0.032040524,0.160209944,0,0.651783484
ASV_411,0.158280781,0,0,1.210331906,0,0,0,0,0,0
ASV_413,0,0,0,0,0,0.044556856,0.129687834,0.444263157,0.081974875,0.195455753
ASV_415,0.008987552,0.043763676,0.302604561,0,2.03939206,0,0.01983461,0,0,0.029734648
ASV_416,0.001997234,0.026794087,0.999675781,0.005343629,0,0,0,0.002948649,0,0
ASV_417,0.264633483,0,0.765353743,0,0,0,0,0,0,0
ASV_420,0,0,0,0,0,0,0,0,0,0.006343392
ASV_423,0,0,0,0.007347489,0.093052109,0,0,0.003931532,0,0
ASV_425,0.004993085,0,0,0.010019304,0,0,0,0,0,0
ASV_429,0,0,0.021614611,0,0,0,0,0,0,0
ASV_431,0,0,0.042246741,0,0,0.247683699,0.173934271,0.200016709,0.265339728,0.181579584
ASV_436,0.049930846,0,0.023579576,1.210331906,0,0,0,0,0,0
ASV_439,0.044438453,0.277765373,0.717703349,0,0.558312655,0,0,0,0,0
ASV_444,0.43389905,0.183986067,0.009333582,0.430162112,0,0,0,0,0.023010491,0
ASV_445,0,0.051801902,0.15130228,0,0.535049628,0,0,0,0.033077581,0.050350671
ASV_447,0,0,0.095792028,0.070803081,0,0,0,0,0.028763114,0
ASV_451,0.152788388,0.292948689,0,0.625204561,2.202233251,0.00917347,0.036617741,0,0,0
ASV_453,0,0,0.005894894,0,0,0.155948996,0.187665924,0.082070738,0.112176145,0.351265308
ASV_454,0.008987552,0.027687224,0.005894894,0.040077215,0,0.039314873,0.373806109,0.233926176,0.196308254,0.140347539
ASV_456,0.098863075,0.018755861,0.419028718,0.440181416,0.201612903,0,0.018308871,0.001965766,0.005752623,0.001585848
ASV_460,0.650099612,0.063412674,0.161618345,0,0,0,0.036617741,0.036858116,0.043144671,0
ASV_461,0.040443985,0.037511722,0,0.997254711,0,0,0,0,0,0.003171696
ASV_462,0,0,0.003438688,0,0,0,0,0,0.02013418,0
ASV_464,0,0,0,0,0,0,0.505019682,0.180850489,0.56303796,0.080481781
ASV_468,0,0,0,0,0,0,0,0.014251805,0,0
ASV_469,0.143301527,0.022328406,0.038808052,0.122235507,0,0,0.326508193,0.023589194,0.310641633,0.187130051
ASV_473,0.018474413,1.092305631,0.086458446,0,0.736662531,0.162501474,0.006102957,0.02555496,0.005033545,0.014669093
ASV_475,0,0,0,0,0,0,0,0,0,0.007929239
ASV_476,0,0,0,0.016030886,0,0,0,0,0,0
ASV_480,0.007988935,0,0.005894894,0,0,0,0,0,0,0.007532777
ASV_484,0,0,0,0,0,0,0,0.021623428,0,0.212107156
ASV_485,0,0,0,0,0,0.07731925,0,0.207388332,0.087727498,0.043214355
ASV_490,0,0,0.067791281,0.027386097,0,0,0,0.083545063,0,0.543945827
ASV_494,0,0.005358817,0,0.004007722,0,0.269962127,0.102224528,0.354329354,0.104266289,0.11457751
ASV_497,0.019972338,0.867235297,0.211233703,0.053436287,0.170595533,0,0,0,0,0
ASV_501,0.044438453,0.194703702,0,0,0,0,0,0.002457208,0,0.005550468
ASV_505,0.012482711,0.060733265,0.731458102,0.05944787,0,0,0.010680175,0,0.009348012,0
ASV_511,0.235174284,0.016969589,0.025544541,0.434837787,0,0,0,0,0,0
ASV_513,0,0,0,0.006679536,0,0,0,0,0,0.017840789
ASV_521,0,0,0.010807306,0,0,0.022278428,0.051875134,0.275207265,0.019415102,0.251753353
ASV_522,0,0,0,0.023378376,0,0,0,0,0,0
ASV_523,0,0.051801902,0.061896387,0,0,0.252925682,0,0.328774394,0.43576118,0
ASV_527,0.177254503,0.020542134,0.62142008,0,0,0,0,0,0,0
ASV_528,0.309571244,0.039297995,0.045685429,0.527683337,0.03101737,0,0.076286961,0,0.029482192,0
ASV_530,0,0,0.137056286,0.905077115,0,0,0,0,0,0
ASV_533,0,0,0,0,0,0.057661813,0.334136889,0.079122089,0,0.458706503
ASV_535,0.010984786,0.039297995,0,0.008015443,0,0.064214292,0.338714107,0.208862657,0.123681391,0.184354818
ASV_536,0.005991701,1.078908588,0,0.262505761,0,0,0,0,0,0
ASV_537,0.429405274,0.479614165,0.056492735,0.018034747,0,0,0.01983461,0.019657662,0.014381557,0
ASV_540,0.141304294,0.267047738,0.333061513,0.016030886,0,0,0.108327485,0.098779751,0.033796659,0
ASV_543,0,1.425445452,0,0,0,0,0,0,0,0
ASV_544,0.132316741,0,0.375799495,0,0,0,0,0.125317594,0,0
ASV_546,0,0.025007815,0,0.004675675,0,0.085182224,0.041194959,0.195593735,0.281878519,0.067002073
ASV_547,0,0,0.022597094,0.016030886,0,0,0,0.017200454,0.652203614,0
ASV_548,0,0.023221542,0.10070444,0,0,0.28437758,0.018308871,0.112048672,0,0.055108214
ASV_550,0,0,0,0.012691118,0,0,0,0,0,0
ASV_552,0,0,0.01277227,0,0,0,0,0,0,0
ASV_553,0,0,0,0,0,0,0,0.025063519,0,0.061451606
ASV_561,0,0,0,0,0,0,0,0.765665928,0,0
ASV_563,0.014479945,0,0,0.125575275,0,0,0,0.191170761,0.04026836,0.047178975
ASV_571,0.005492393,0.013397044,0.006877376,0.028722004,0,0,0,0,0,0.005154006
ASV_572,0.007489627,0,0.70100115,0.020038608,0,0,0,0,0,0
ASV_573,0,0,0.006877376,0.002671814,0,0.024899419,0,0,0,0
ASV_577,0.116838179,0.156298843,0.02947447,0.597818464,0.077543424,0,0,0,0,0.003171696
ASV_578,0.023467498,0,0,0.046088798,0,0,0,0,0,0
ASV_580,0.012482711,0.04287054,0,0.90774893,0.54280397,0,0,0,0,0
ASV_581,0,0,0.069265005,0,0,0,0,0,0,0.098322569
ASV_584,0.046435687,0.891349975,0.083510999,0,0.069789082,0,0.028989045,0,0.005752623,0.026562952
ASV_592,0.164771791,0.031259769,0.144916145,0.27720074,0.426488834,0,0,0,0,0
ASV_593,0,0.017862725,0,0.010019304,0,0,0,0,0,0.009911549
ASV_597,0.177753811,0.008038226,0.003438688,0.716714203,0,0,0,0,0,0.003568158
ASV_608,0,0,0,0,0,0.010483966,0,0,0,0.002775234
ASV_610,0,0,0,0,0,0,0,0,0,0.011497397
ASV_613,0,0,0,0,0,0,0.051875134,0,0,0.544342289
ASV_617,0,0,0.0083511,0.062787638,0,0,0,0,0,0
ASV_619,0.332040124,0.033046041,0.14688111,0.179011562,0.085297767,0,0,0.003931532,0,0.002378772
ASV_624,0.425410806,0,0.259375338,0,0,0,0,0,0,0.010704473
ASV_625,0,0,0,0.006011582,0,0,0.016783131,0.183307696,0,0
ASV_634,0.009986169,0,0.137547528,0,0.147332506,0,0,0,0,0
ASV_636,0.039445368,0.04287054,0.068282523,0.607169814,0,0,0,0,0,0
ASV_637,0,0,0.012281029,0.910420744,0,0,0,0,0,0
ASV_642,0,0,0,0,0,0.349902368,0,0.474241091,0.053211761,0
ASV_643,0.017975104,0.117000848,0.472574005,0,0,0,0,0.005897299,0,0.067002073
ASV_646,0,0,0,0.010019304,0,0,0,0,0,0
ASV_647,0.175756577,0,0.097756993,0.178343609,1.201923077,0,0,0,0,0
ASV_648,0.007489627,0,0,0,0,0,0,0,0,0
ASV_651,0,0,0.024562058,0,0,0.08649272,0.090018614,0.055041453,0.26821604,0
ASV_667,0.060915632,0.018755861,0.150811039,0.20840152,0,0,0.032040524,0.230977526,0.006471701,0.011100935
ASV_673,0,0,0.010807306,0,0,0.041935864,0.105276006,0.122368945,0.163949751,0.013479707
ASV_675,0,0,0.603735398,0,0,0,0,0,0,0
ASV_680,0,0,0,0,0,0.119255114,0.178511489,0,0,0.386153962
ASV_682,0,0,0,0.012023165,0,0,0,0,0,0
ASV_686,0,0,0,0.014694979,0.124069479,0,0,0,0,0
ASV_687,0.004993085,0,0.081054793,0,0.116315136,0,0.013731653,0.511099207,0,0
ASV_691,0,0,0,0,0,0.048488343,0,0.084036504,0,0.0281488
ASV_695,0,0,0,0,0,0.035383386,0.190717403,0.092882452,0.263182495,0.021805409
ASV_697,0,0,0,0,0,0.512403842,0,0.054550012,0.042425593,0
ASV_698,0,0.124145938,0.039790535,0,0,0,0,0,0.733459412,0
ASV_706,0.330542199,0,0.15965338,0.09484941,0,0,0.018308871,0,0.015100635,0.023787718
ASV_710,0.203717851,0.56892779,0,0.058111962,0,0,0.115956181,0.003440091,0,0
ASV_711,0,0,0,0,0,0,0.056452351,0.011303156,0.001438156,0.256114435
ASV_713,0.020970955,0.349216273,0.054036529,0.364034707,0,0,0,0,0,0
ASV_716,0.039445368,0,0.056001493,0.014027025,1.062344913,0,0.036617741,0.019657662,0.066155163,0
ASV_725,0,0,0,0,0,0,0.213603491,0.065853167,0,0.353247618
ASV_727,0,0.046443085,0.006386135,0.006679536,0,0.056351318,0,0.024080636,0.171859607,0
ASV_730,0,0,0.535452875,0,0,0.056351318,0,0,0,0
ASV_731,0,0,0.564436104,0,0,0,0,0,0,0
ASV_733,0,0,0.007859859,0,0,0.119255114,0,0.099271192,0.359538927,0
ASV_736,0,0.062519537,0.031930676,0.010687257,0,0,0,0.415268106,0,0.017047865
ASV_737,0.190735831,0,0.080072311,0.173667934,0.155086849,0,0.015257392,0.002948649,0,0
ASV_747,0.122330572,0,0.311446902,0.096853271,0.783188586,0,0,0,0,0
ASV_749,0.078890736,0.281337918,0.032421917,0.215081056,0,0,0,0.035875233,0,0
ASV_752,0.079889353,0.522484705,0.012281029,0.229776035,0,0,0,0,0,0
ASV_755,0,0,0.027509506,0,0,0,0.018308871,0.189696437,0.095637355,0.032906344
ASV_756,0.117337488,0.018755861,0.224988456,0.160976815,0.062034739,0.047177847,0,0.024080636,0,0
ASV_757,0,0,0.028000747,0.039409262,0,0.104839661,0,0,0,0
ASV_760,0,0,0,0,0,0,0,0,0,0.009911549
