"","H1","H2","H3","H4","H5","U1","U2","U3","U4","U5"
"ASV_1515",0,0,0,0,0,0,0,164,0,0
"ASV_1525",0,0,0,0,0,0,0,0,53,0
"ASV_1530",201,0,73,0,0,0,0,0,0,0
"ASV_1533",230,0,4,85,75,0,0,0,53,4
"ASV_1535",43,0,0,104,0,0,0,0,0,0
"ASV_1536",236,2,10,872,0,0,0,0,0,0
"ASV_1555",0,0,0,0,0,0,0,0,67,0
"ASV_1557",0,0,0,0,0,0,0,6,534,56
"ASV_1558",585,0,0,0,0,0,0,0,0,0
"ASV_1566",0,0,0,0,0,76,1307,5,0,19
"ASV_1571",0,0,8,0,0,0,0,0,0,6
"ASV_1580",18,0,15,0,0,0,0,7,0,8
"ASV_1582",379,0,2,0,0,0,0,0,0,0
"ASV_1586",27,0,0,502,0,0,0,0,0,0
"ASV_1587",0,0,0,0,0,0,395,0,0,55
"ASV_1589",0,0,0,0,0,1058,0,0,0,0
"ASV_1592",0,17,12,787,30,0,0,0,0,0
"ASV_1599",24,0,0,1758,0,0,0,0,0,6
"ASV_1602",158,3,23,417,231,0,0,0,0,0
"ASV_1605",43,0,0,0,0,0,0,0,0,0
"ASV_1606",0,0,0,0,0,0,302,18,0,41
"ASV_1607",56,0,1,1659,0,0,0,0,0,2
"ASV_1612",0,0,25,403,0,0,0,0,0,0
"ASV_1619",0,0,0,256,0,0,0,100,38,0
"ASV_1621",35,0,0,1763,0,0,0,0,0,0
"ASV_1630",29,3,0,109,0,13,46,20,198,66
"ASV_1636",0,0,0,0,0,0,0,0,0,27
"ASV_1641",22,0,0,1773,0,0,0,0,0,0
"ASV_1645",0,22,0,962,0,0,0,0,0,0
"ASV_1648",0,0,18,0,0,0,359,0,403,25
"ASV_1653",132,0,6,355,0,0,0,0,16,0
"ASV_1654",46,0,91,0,0,0,0,0,0,0
"ASV_1658",0,0,0,0,0,0,0,122,0,0
"ASV_1661",0,0,4,0,0,0,0,0,0,0
"ASV_1665",0,0,0,0,0,751,0,23,0,0
"ASV_1670",91,0,65,0,0,0,0,0,134,0
"ASV_1681",14,0,2,0,0,0,0,0,0,0
"ASV_1682",17,3,0,635,526,0,0,0,0,0
"ASV_1688",28,0,0,147,0,0,0,0,0,0
"ASV_1693",0,0,0,0,0,0,0,127,0,0
"ASV_1699",0,0,96,0,0,0,0,0,0,0
"ASV_1700",0,9,36,0,0,0,0,7,0,0
"ASV_1708",0,0,19,0,0,0,0,111,0,0
"ASV_1716",0,0,0,1721,0,0,0,0,0,0
"ASV_1724",0,0,0,0,0,0,123,106,78,8
"ASV_1727",179,3,51,0,0,0,0,3,0,0
"ASV_1729",116,7,0,536,103,0,0,0,0,6
"ASV_1731",0,0,78,0,0,0,0,0,0,0
"ASV_1732",387,0,21,0,0,0,0,0,0,0
"ASV_1736",0,0,0,0,0,0,0,0,227,0
"ASV_1738",0,0,0,0,0,21,0,7,0,0
"ASV_1741",0,0,7,0,0,344,0,23,0,0
"ASV_1742",36,5,57,0,0,0,0,2,0,1
"ASV_1746",39,38,12,194,48,0,0,0,0,0
"ASV_1747",0,0,0,104,0,0,123,85,62,3
"ASV_1763",0,0,0,0,0,0,0,14,0,0
"ASV_1764",0,0,0,0,0,0,0,133,0,0
"ASV_1772",0,0,0,246,0,0,0,8,62,0
"ASV_1775",0,0,0,0,0,0,0,0,0,7
"ASV_1778",0,0,0,0,0,0,51,16,0,108
"ASV_1780",0,0,0,0,0,0,0,0,0,127
"ASV_1782",20,4,13,294,60,0,0,0,0,0
"ASV_1792",0,0,6,0,0,0,0,0,0,0
"ASV_1793",73,0,0,436,0,0,0,0,0,0
"ASV_1800",31,0,0,1436,0,0,0,3,0,0
"ASV_1803",0,2,0,0,0,839,0,0,0,0
"ASV_1811",0,0,5,0,0,0,0,24,0,0
"ASV_1813",179,0,53,0,0,0,0,0,0,0
"ASV_1816",52,0,7,1076,0,0,0,0,0,0
"ASV_1829",0,0,50,635,0,0,0,0,0,0
"ASV_1834",0,0,0,1555,0,0,0,0,0,0
"ASV_1838",35,0,8,1114,0,0,0,0,0,1
"ASV_1839",0,0,0,0,0,0,0,0,9,68
"ASV_1840",0,5,0,0,0,0,149,0,601,0
"ASV_1847",0,0,68,294,0,0,0,0,0,0
"ASV_1854",84,8,0,1038,0,0,0,0,0,0
"ASV_1858",90,12,0,896,0,0,0,0,0,0
"ASV_1866",0,0,72,0,0,0,0,0,0,0
"ASV_1871",111,25,18,128,0,0,0,0,0,0
"ASV_1872",0,0,0,0,0,0,0,0,0,35
"ASV_1873",160,0,46,114,0,0,0,0,0,0
"ASV_1874",0,0,0,0,0,0,0,0,0,117
"ASV_1876",0,0,10,1190,70,0,0,0,0,0
"ASV_1880",15,1,7,934,115,0,0,0,0,0
"ASV_1883",43,2,0,834,0,0,0,0,0,0
"ASV_1895",0,0,0,0,0,0,0,0,0,115
"ASV_1901",0,0,0,0,0,0,0,0,0,53
"ASV_1902",25,11,58,0,0,0,0,0,0,0
"ASV_1905",0,0,48,545,0,0,0,0,0,0
"ASV_1906",0,0,0,0,0,258,0,0,396,0
"ASV_1907",0,0,0,1417,0,0,0,0,0,0
"ASV_1908",36,0,1,47,0,0,41,8,0,0
"ASV_1918",0,0,0,0,0,258,51,9,214,25
"ASV_1923",76,3,24,417,0,0,0,18,0,0
"ASV_1924",0,0,78,0,0,0,0,0,0,0
"ASV_1927",0,0,0,0,0,0,0,31,169,0
"ASV_1932",108,0,18,213,63,0,0,0,13,0
"ASV_1936",77,7,51,0,0,0,0,0,0,0
"ASV_1938",70,10,43,0,50,0,0,3,0,0
"ASV_1948",0,0,0,1394,0,0,0,1,0,0
"ASV_1958",20,4,37,0,0,0,0,21,89,5
"ASV_1968",81,0,23,100,0,0,0,0,0,0
"ASV_1969",132,2,0,578,0,16,0,18,0,3
"ASV_1970",111,0,0,744,138,0,0,0,0,0
"ASV_1991",0,3,0,0,8,0,31,5,0,12
"ASV_1992",52,0,47,209,0,0,0,4,0,0
"ASV_1997",139,0,19,479,0,0,0,0,0,0
"ASV_2001",22,3,3,194,0,0,5,0,2,2
"ASV_2008",32,0,0,355,0,0,31,13,0,6
"ASV_2015",0,0,0,0,0,0,0,0,0,10
"ASV_2019",18,3,0,118,554,0,0,0,0,0
"ASV_2030",374,0,0,0,0,0,0,0,0,0
"ASV_2035",0,0,37,0,0,0,554,0,0,3
"ASV_2038",0,48,0,0,0,0,0,0,0,0
"ASV_2043",18,1,32,52,0,0,0,0,71,0
"ASV_2045",0,0,0,0,0,0,82,10,58,0
"ASV_2050",0,0,0,0,0,534,0,0,0,0
"ASV_2057",0,0,0,0,0,57,0,0,307,17
"ASV_2058",0,0,48,393,0,0,0,0,0,0
"ASV_2065",0,0,0,0,0,0,0,5,36,0
"ASV_2066",0,2,2,839,155,0,0,0,0,0
"ASV_2067",0,47,0,0,0,0,0,0,0,0
"ASV_2069",0,0,3,0,0,0,0,0,0,2
"ASV_2070",0,0,0,0,0,0,0,9,0,0
"ASV_2075",0,13,17,450,0,0,0,0,0,0
"ASV_2078",0,0,0,0,0,0,0,11,0,0
"ASV_2079",46,24,23,0,0,0,0,0,0,0
"ASV_2080",133,0,41,57,0,0,0,0,0,0
"ASV_2084",0,0,0,0,0,0,0,0,0,6
"ASV_2104",0,7,1,943,0,0,0,0,0,0
"ASV_2111",36,0,5,28,0,0,0,0,231,11
"ASV_2113",0,0,0,0,0,0,0,0,0,7
"ASV_2129",0,0,0,0,0,0,0,3,0,57
"ASV_2138",0,1,0,1104,0,0,0,0,0,0
"ASV_2140",0,0,0,0,0,386,0,0,0,0
"ASV_2141",0,0,0,0,0,0,0,0,0,94
"ASV_2142",0,0,0,0,0,0,0,21,0,0
"ASV_2144",0,0,0,0,0,141,0,0,0,0
"ASV_2146",0,0,20,204,0,0,0,0,20,0
"ASV_2149",0,0,45,0,0,0,0,0,0,0
"ASV_2153",49,14,10,417,0,0,0,0,0,0
"ASV_2157",0,0,0,0,0,0,0,31,0,0
"ASV_2159",140,0,1,521,0,0,0,0,0,0
"ASV_2171",0,5,0,0,0,0,0,0,0,0
"ASV_2175",144,0,4,502,0,0,0,4,0,0
"ASV_2176",39,0,38,0,0,0,0,0,0,0
"ASV_2182",0,0,0,38,0,0,31,64,7,14
"ASV_2186",102,0,0,811,0,0,0,0,0,0
"ASV_2187",0,0,0,1157,0,0,0,0,0,0
"ASV_2193",0,0,36,218,135,0,0,0,11,0
"ASV_2203",0,0,0,436,0,0,0,0,0,0
"ASV_2208",0,0,0,0,0,0,0,92,0,0
"ASV_2211",0,0,0,0,0,0,118,43,0,39
"ASV_2216",0,2,0,1057,0,0,0,0,0,0
"ASV_2217",139,0,3,502,0,0,0,0,0,0
"ASV_2224",0,0,0,0,0,0,169,0,263,21
"ASV_2238",36,0,18,474,48,0,0,0,0,0
"ASV_2239",0,0,0,0,0,0,0,90,0,0
"ASV_2240",0,0,0,0,0,0,0,40,292,0
"ASV_2257",24,0,3,730,0,0,0,0,0,0
"ASV_2261",0,0,12,0,0,0,0,34,0,20
"ASV_2262",11,28,0,100,0,0,0,16,0,0
"ASV_2264",0,0,0,1085,0,0,0,0,0,0
"ASV_2269",0,0,0,0,0,0,0,11,13,4
"ASV_2271",0,0,0,0,0,0,0,0,0,84
"ASV_2272",0,0,0,787,20,0,0,0,0,0
"ASV_2276",0,0,7,137,75,0,0,24,0,8
"ASV_2278",0,0,0,0,0,0,0,15,0,0
"ASV_2288",0,0,0,1071,0,0,0,0,0,0
"ASV_2289",0,0,0,0,0,0,0,0,0,83
"ASV_2297",0,0,0,43,0,0,0,0,0,16
"ASV_2299",0,0,0,0,0,0,0,0,0,7
"ASV_2302",0,0,0,62,0,0,0,61,0,0
"ASV_2303",0,0,0,0,0,81,0,23,0,49
"ASV_2315",59,0,19,512,0,0,0,0,0,0
"ASV_2318",0,0,0,43,0,0,0,3,0,0
"ASV_2324",36,0,38,190,0,0,0,0,16,0
"ASV_2325",0,0,0,0,0,0,0,84,0,0
"ASV_2330",0,0,53,0,0,0,0,0,0,0
"ASV_2331",29,0,0,417,0,0,0,0,0,0
"ASV_2337",0,0,0,0,0,0,0,0,0,64
"ASV_2338",0,0,0,0,0,0,0,49,149,0
"ASV_2345",0,0,0,0,0,0,0,0,0,10
"ASV_2346",250,0,0,175,0,0,0,0,0,0
"ASV_2347",0,7,2,223,303,0,0,0,0,0
"ASV_2355",0,37,0,0,0,0,0,0,0,0
"ASV_2366",0,0,0,0,0,0,0,0,0,6
"ASV_2388",84,0,38,0,0,0,0,0,0,0
"ASV_2392",34,19,4,275,0,0,0,0,0,0
"ASV_2402",10,0,0,782,58,0,0,3,11,0
"ASV_2406",0,31,2,52,0,0,0,0,0,0
"ASV_2414",0,0,0,0,0,0,0,0,381,0
"ASV_2418",25,0,41,0,0,0,0,6,0,0
"ASV_2419",45,0,0,128,0,0,97,0,73,0
"ASV_2422",0,0,52,0,0,0,0,0,0,0
"ASV_2432",55,0,0,716,0,0,0,0,0,0
"ASV_2456",0,0,0,0,0,44,0,0,0,0
"ASV_2457",0,0,12,0,0,0,0,0,0,0
"ASV_2464",0,0,0,0,0,0,0,13,231,22
"ASV_2472",0,0,0,0,0,0,0,0,0,54
"ASV_2473",0,0,5,0,0,0,0,0,0,0
"ASV_2479",0,5,0,806,0,0,0,0,0,0
"ASV_2480",0,0,0,0,0,0,0,35,0,38
"ASV_2488",0,0,0,0,0,0,0,0,0,55
"ASV_2489",226,0,0,0,0,0,0,13,0,0
"ASV_2494",0,0,0,133,0,0,0,0,0,0
"ASV_2502",0,0,0,0,0,498,0,0,0,0
"ASV_2504",0,0,0,0,0,0,0,36,0,37
"ASV_2508",0,0,3,0,0,0,56,14,9,0
"ASV_2511",0,0,27,0,0,0,0,0,0,0
"ASV_2512",0,0,14,664,0,0,0,0,0,0
"ASV_2521",13,0,0,0,0,0,0,24,20,0
"ASV_2522",269,0,0,0,0,0,0,0,0,0
"ASV_2527",43,0,0,706,0,0,0,4,0,0
"ASV_2528",0,0,11,701,0,0,0,0,0,0
"ASV_2529",0,0,0,801,55,0,0,0,0,0
"ASV_2533",88,11,0,0,0,0,0,0,0,0
"ASV_2534",101,16,6,0,0,0,0,0,0,0
"ASV_2545",7,1,3,28,0,0,195,2,0,0
"ASV_2547",0,0,0,891,0,0,0,0,0,0
"ASV_2557",39,0,0,630,0,0,0,0,0,3
"ASV_2561",121,0,11,0,0,0,0,0,0,0
"ASV_2572",0,0,0,0,0,0,0,24,0,39
"ASV_2573",237,0,0,0,0,0,0,0,0,6
"ASV_2579",65,10,14,0,0,0,36,0,0,0
"ASV_2581",0,0,0,0,0,104,0,55,0,0
"ASV_2587",160,6,0,0,0,0,0,14,0,0
"ASV_2596",0,0,9,417,68,0,0,0,0,0
"ASV_2598",29,0,0,0,0,0,0,0,0,0
"ASV_2599",0,0,0,863,0,0,0,0,0,0
"ASV_2610",0,0,0,858,0,0,0,0,0,0
"ASV_2622",100,6,13,95,0,0,0,0,0,0
"ASV_2623",11,0,0,441,165,0,0,0,0,5
"ASV_2627",0,0,0,834,0,0,0,0,0,0
"ASV_2628",0,0,0,0,0,0,661,10,9,7
"ASV_2633",0,2,10,0,0,0,0,0,0,0
"ASV_2641",0,0,0,0,0,130,0,0,0,22
"ASV_2642",81,0,24,0,0,0,0,10,0,0
"ASV_2651",13,6,32,38,0,0,0,0,0,0
"ASV_2657",0,0,27,123,0,0,0,0,0,0
"ASV_2660",0,0,0,0,0,0,0,4,0,2
"ASV_2664",0,0,0,0,0,0,0,67,0,0
"ASV_2675",0,0,5,0,0,0,0,0,0,0
"ASV_2679",0,3,0,0,0,0,0,0,171,0
"ASV_2680",0,0,0,0,0,0,0,0,0,64
"ASV_2687",0,0,36,0,0,0,0,0,0,0
"ASV_2689",0,0,44,0,0,0,0,0,0,0
"ASV_2690",0,0,0,815,0,0,0,0,0,0
"ASV_2701",0,0,18,284,0,0,0,5,16,0
"ASV_2703",0,0,4,0,0,115,0,39,0,0
"ASV_2704",0,7,25,114,0,0,0,3,0,0
"ASV_2710",20,0,0,114,0,0,0,0,0,0
"ASV_2711",0,29,0,0,0,0,0,0,0,0
"ASV_2717",0,0,2,85,0,0,0,0,0,0
"ASV_2721",0,0,0,507,0,0,0,0,0,0
"ASV_2722",0,0,9,299,0,0,0,0,0,0
"ASV_2725",0,0,0,142,0,0,0,0,0,0
"ASV_2728",130,0,0,0,35,0,0,0,29,17
"ASV_2729",57,0,0,597,0,0,0,0,0,0
"ASV_2730",0,11,0,479,0,0,0,0,0,0
"ASV_2736",0,0,0,668,0,0,0,0,0,0
"ASV_2738",0,0,0,0,0,0,267,5,13,0
"ASV_2740",0,0,0,0,0,0,0,33,147,0
"ASV_2742",0,0,0,0,0,0,0,0,0,25
"ASV_2750",231,0,0,0,0,0,0,0,0,0
"ASV_2755",70,6,11,114,0,0,0,0,0,0
"ASV_2760",0,0,5,692,0,0,0,0,0,0
"ASV_2761",0,0,1,683,0,0,0,6,0,0
"ASV_2762",0,0,0,0,0,0,0,0,0,61
"ASV_2774",50,0,0,0,0,0,0,0,223,10
"ASV_2780",0,0,10,337,0,0,0,0,0,0
"ASV_2782",0,0,0,0,0,0,0,13,0,0
"ASV_2793",42,0,19,0,0,0,0,0,0,1
"ASV_2795",0,0,41,0,0,0,0,0,0,0
"ASV_2801",45,0,17,0,0,0,0,0,0,0
"ASV_2811",0,0,0,0,0,412,0,0,0,0
"ASV_2816",13,0,0,43,0,0,0,5,0,0
"ASV_2817",0,8,0,0,0,0,0,0,0,0
"ASV_2825",220,0,0,0,0,0,0,0,0,0
"ASV_2835",0,0,0,0,0,0,0,0,0,57
"ASV_2838",0,0,0,739,0,0,0,0,0,0
"ASV_2844",4,0,0,0,0,0,97,2,27,3
"ASV_2847",0,0,35,0,0,0,0,0,0,0
"ASV_2861",0,0,0,0,0,16,0,0,0,21
"ASV_2871",0,0,0,0,0,0,0,0,0,45
"ASV_2873",0,0,5,635,0,0,0,0,0,0
"ASV_2888",0,0,0,716,0,0,0,0,0,0
"ASV_2889",0,0,0,716,0,0,0,0,0,0
"ASV_2900",0,0,0,0,0,0,0,0,334,0
"ASV_2911",42,0,5,256,0,0,0,0,0,0
"ASV_2916",0,0,5,0,0,167,0,0,0,0
"ASV_2923",0,3,17,0,0,0,0,0,0,0
"ASV_2935",0,0,3,57,0,0,92,27,33,4
"ASV_2937",0,4,16,275,0,0,0,0,0,0
"ASV_2939",205,0,0,0,0,0,0,0,0,0
"ASV_2947",0,0,37,0,0,0,0,0,0,0
"ASV_2955",88,0,0,0,0,0,0,0,134,8
"ASV_2956",0,0,0,0,0,0,0,55,0,0
"ASV_2969",21,0,7,5,110,0,0,1,11,0
"ASV_2970",3,0,1,14,193,0,0,0,29,0
"ASV_2971",132,0,0,218,0,0,0,0,0,0
"ASV_2973",0,0,14,76,50,0,0,0,0,0
"ASV_2990",0,5,13,62,0,0,0,0,0,0
"ASV_2992",0,0,37,0,0,0,0,0,0,0
"ASV_2993",0,0,37,0,0,0,0,0,0,0
"ASV_3001",0,0,0,0,0,0,0,0,0,20
"ASV_3002",0,0,0,0,0,0,0,0,0,26
"ASV_3006",43,0,7,0,0,0,0,0,0,0
"ASV_3028",0,0,0,0,0,0,0,47,0,0
"ASV_3029",32,17,5,0,0,0,0,0,0,0
"ASV_3034",0,1,0,47,0,0,0,0,0,0
"ASV_3046",0,0,0,0,0,0,0,3,0,4
"ASV_3048",0,0,3,104,0,0,0,14,0,0
"ASV_3064",0,0,29,66,0,0,0,0,0,0
"ASV_3070",0,23,0,0,0,0,0,0,0,0
"ASV_3072",0,17,9,0,0,0,0,0,0,0
"ASV_3073",0,0,0,640,0,0,0,0,0,0
"ASV_3090",0,0,0,0,0,349,0,0,0,0
"ASV_3102",125,0,1,0,0,0,51,0,13,0
"ASV_3105",0,0,9,265,0,0,0,0,0,0
"ASV_3107",0,0,0,0,0,0,0,20,0,0
"ASV_3110",0,3,0,536,0,0,0,0,0,0
"ASV_3111",0,0,34,0,0,0,0,0,0,0
"ASV_3117",0,0,0,0,0,0,0,8,0,0
"ASV_3129",0,0,0,232,0,0,0,0,0,0
"ASV_3131",0,0,0,0,0,0,0,0,0,8
"ASV_3132",35,0,0,507,0,0,0,0,0,0
"ASV_3133",0,0,0,0,331,0,0,0,0,0
"ASV_3138",21,6,6,175,0,0,0,0,0,0
"ASV_3148",0,0,0,0,0,0,0,43,42,0
"ASV_3151",28,0,0,393,0,0,0,0,0,0
"ASV_3154",27,0,25,0,0,0,0,0,0,0
"ASV_3155",45,9,0,228,0,0,0,0,0,0
"ASV_3156",0,0,0,616,0,0,0,0,0,0
"ASV_3166",0,0,0,0,50,0,0,0,0,0
"ASV_3172",0,0,33,0,0,0,0,0,0,0
"ASV_3187",0,0,20,0,0,0,0,0,0,0
"ASV_3190",0,0,0,0,0,0,0,0,0,6
"ASV_3191",0,0,0,0,0,0,0,10,0,14
"ASV_3192",0,4,19,142,0,0,0,0,0,0
"ASV_3202",0,0,33,0,0,0,0,0,0,0
"ASV_3203",0,0,5,351,83,0,0,0,0,0
"ASV_3218",36,2,0,0,0,0,92,22,27,0
"ASV_3219",0,4,0,479,0,0,0,0,0,0
"ASV_3227",36,0,0,0,0,0,0,0,0,0
"ASV_3235",0,3,7,137,43,0,62,0,9,0
"ASV_3236",116,0,3,137,0,0,0,0,0,0
"ASV_3237",91,5,0,161,0,0,0,0,0,0
"ASV_3238",0,0,0,592,0,0,0,0,0,0
"ASV_3239",0,0,0,592,0,0,0,0,0,0
"ASV_3245",32,0,2,0,0,0,0,0,0,0
"ASV_3250",8,8,0,190,55,0,0,1,0,0
"ASV_3251",0,1,28,47,0,0,0,0,0,0
"ASV_3252",0,0,8,0,0,0,0,26,51,0
"ASV_3253",0,0,4,0,150,0,56,14,0,0
"ASV_3254",0,0,0,588,0,0,0,0,0,0
"ASV_3272",36,0,10,0,0,0,0,5,0,0
"ASV_3276",133,0,1,104,0,0,0,0,0,0
"ASV_3277",118,7,0,0,0,0,0,0,0,0
"ASV_3278",0,0,0,578,0,0,0,0,0,0
"ASV_3281",0,0,17,0,0,31,0,0,0,2
"ASV_3283",22,0,0,0,0,0,0,0,0,0
"ASV_3284",0,0,12,0,0,0,0,0,0,18
"ASV_3285",66,8,8,0,0,0,0,0,0,0
"ASV_3286",0,1,3,502,0,0,0,0,0,0
"ASV_3287",0,0,31,0,0,0,0,0,0,0
"ASV_3288",0,0,10,398,0,0,0,0,0,0
"ASV_3300",133,0,0,0,0,0,0,0,0,0
"ASV_3301",0,0,31,0,0,0,0,0,0,0
"ASV_3302",0,0,31,0,0,0,0,0,0,0
"ASV_3312",0,0,0,0,0,96,0,0,0,0
"ASV_3313",0,0,0,564,0,0,0,0,0,0
"ASV_3314",0,0,0,0,0,0,251,0,0,26
"ASV_3324",0,0,0,0,0,0,0,0,0,32
"ASV_3325",49,0,21,0,0,0,0,0,0,0
"ASV_3326",0,0,0,559,0,0,0,0,0,0
"ASV_3344",8,0,23,33,38,0,0,0,0,0
"ASV_3350",31,0,0,171,0,0,0,0,0,0
"ASV_3352",39,0,7,204,0,0,0,0,0,1
"ASV_3360",18,2,9,85,0,0,0,0,0,0
"ASV_3362",11,17,0,0,0,0,51,0,0,0
"ASV_3363",0,0,0,507,23,0,0,0,0,0
"ASV_3372",13,0,23,0,0,0,0,0,0,0
"ASV_3374",149,0,0,0,0,0,0,0,0,0
"ASV_3376",161,0,0,0,0,0,0,0,0,0
"ASV_3377",0,1,15,232,0,0,0,0,0,0
"ASV_3378",0,0,30,0,0,0,0,0,0,0
"ASV_3379",0,0,29,0,8,0,0,0,0,0
"ASV_3380",0,0,16,0,130,0,0,0,0,0
"ASV_3387",0,0,0,0,0,0,0,6,0,5
"ASV_3390",45,0,0,389,0,0,0,0,0,0
"ASV_3400",0,0,0,0,0,0,0,0,158,4
"ASV_3402",0,0,8,0,0,0,0,29,0,0
"ASV_3403",0,0,0,0,0,0,333,0,107,0
"ASV_3426",0,0,0,0,0,0,56,5,0,31
"ASV_3433",0,0,0,299,0,0,0,0,0,0
"ASV_3445",6,1,18,147,0,0,0,0,0,0
"ASV_3446",0,0,0,0,0,0,0,0,0,41
"ASV_3457",0,0,2,0,0,34,0,0,91,0
"ASV_3461",0,16,1,43,0,0,0,0,0,0
"ASV_3465",43,0,14,114,0,0,0,0,0,0
"ASV_3466",0,0,0,521,0,0,0,0,0,0
"ASV_3479",93,0,2,109,18,0,26,0,0,0
"ASV_3480",0,0,0,0,0,0,0,0,243,0
"ASV_3498",13,0,17,0,0,0,0,0,0,0
"ASV_3499",0,0,0,0,0,0,0,5,0,35
"ASV_3518",0,0,0,0,0,0,77,17,0,6
"ASV_3525",14,3,0,337,0,0,0,0,0,0
"ASV_3532",0,0,25,0,0,0,0,0,0,0
"ASV_3536",91,0,2,57,40,0,0,2,0,0
"ASV_3537",0,0,0,0,0,0,0,0,236,0
"ASV_3558",0,0,9,190,58,0,0,0,0,0
"ASV_3561",111,0,5,0,0,0,0,0,0,2
"ASV_3562",17,5,4,213,0,0,0,2,0,0
"ASV_3579",0,7,0,0,0,0,0,0,122,0
"ASV_3581",0,0,0,0,0,55,0,25,0,0
"ASV_3582",105,0,0,137,0,0,0,0,0,0
"ASV_3583",0,0,27,0,0,0,0,0,0,0
"ASV_3584",0,0,27,0,0,0,0,0,0,0
"ASV_3594",0,1,0,393,0,26,0,0,0,0
"ASV_3607",144,0,0,0,0,0,0,0,0,0
"ASV_3608",86,0,0,199,0,0,0,0,0,0
"ASV_3609",14,0,6,0,175,0,0,0,0,0
"ASV_3615",0,0,0,0,0,0,0,0,27,7
"ASV_3624",0,0,0,0,0,0,0,0,0,27
"ASV_3625",0,0,0,0,0,0,0,0,114,0
"ASV_3626",0,0,0,0,0,70,0,11,22,7
"ASV_3628",0,0,0,483,0,0,0,0,0,0
"ASV_3644",0,0,0,0,0,29,0,10,11,9
"ASV_3649",57,0,11,0,0,0,97,0,0,0
"ASV_3650",0,0,0,479,0,0,0,0,0,0
"ASV_3651",0,0,0,0,0,0,0,0,0,37
"ASV_3663",25,0,15,0,0,0,0,0,0,0
"ASV_3665",0,0,0,0,0,0,0,15,0,0
"ASV_3668",0,0,0,0,0,143,0,11,0,0
"ASV_3669",0,0,0,474,0,0,0,0,0,0
"ASV_3679",0,0,19,0,0,0,0,6,0,0
"ASV_3681",46,0,0,0,0,0,0,0,0,0
"ASV_3686",0,1,5,0,0,0,0,0,0,0
"ASV_3709",17,0,0,71,0,0,0,0,0,0
"ASV_3714",0,15,0,0,0,0,0,0,0,0
"ASV_3718",0,0,2,0,0,0,0,3,0,14
"ASV_3719",136,0,0,0,0,0,0,0,0,0
"ASV_3720",0,0,10,284,0,0,0,0,0,0
"ASV_3733",27,0,0,0,0,0,0,0,0,0
"ASV_3744",0,0,0,0,0,0,0,3,71,6
"ASV_3745",0,0,0,0,0,0,0,0,0,34
"ASV_3746",32,3,6,156,0,0,0,0,0,0
"ASV_3747",0,0,25,0,0,0,0,0,0,0
"ASV_3748",0,0,0,0,0,0,0,0,0,35
"ASV_3761",0,0,0,431,0,0,0,0,0,0
"ASV_3762",7,0,9,0,0,0,0,0,0,0
"ASV_3765",0,0,1,81,0,0,0,0,0,0
"ASV_3770",0,7,0,166,35,0,0,0,0,0
"ASV_3771",0,0,25,0,0,0,0,0,0,0
"ASV_3772",0,0,25,0,0,0,0,0,0,0
"ASV_3773",0,0,0,450,0,0,0,0,0,0
"ASV_3781",24,0,0,0,0,0,0,0,0,0
"ASV_3788",22,0,1,9,0,0,0,0,4,0
"ASV_3792",22,0,11,0,40,0,0,0,0,0
"ASV_3794",27,0,11,161,0,0,0,0,0,0
"ASV_3795",0,0,2,228,100,0,0,0,0,0
"ASV_3809",0,0,0,398,0,0,0,0,0,0
"ASV_3814",0,0,14,0,0,0,0,0,0,0
"ASV_3818",0,0,0,0,0,0,0,26,0,0
"ASV_3822",0,0,0,441,0,0,0,0,0,0
"ASV_3831",0,0,0,156,0,0,0,0,0,0
"ASV_3842",0,1,0,280,70,0,0,0,0,0
"ASV_3861",21,0,3,95,0,0,0,0,0,0
"ASV_3871",13,0,0,365,0,0,0,0,0,0
"ASV_3876",0,0,12,0,0,0,0,0,0,0
"ASV_3877",35,0,0,66,0,0,46,0,0,0
"ASV_3882",0,16,0,0,0,0,0,0,0,0
"ASV_3883",0,2,0,322,0,0,0,5,0,0
"ASV_3884",0,0,0,0,0,0,0,0,0,7
"ASV_3898",0,0,19,0,0,0,0,0,0,0
"ASV_3906",0,0,0,0,0,0,0,0,0,8
"ASV_3907",13,4,0,270,0,0,0,0,0,0
"ASV_3908",0,0,21,0,0,0,0,0,16,0
"ASV_3909",0,0,0,422,0,0,0,0,0,0
"ASV_3910",0,0,0,137,150,0,0,0,0,0
"ASV_3911",0,0,0,0,0,60,0,0,0,24
"ASV_3912",0,0,0,0,0,0,0,24,56,0
"ASV_3929",0,0,0,417,0,0,0,0,0,0
"ASV_3948",0,0,0,95,0,0,0,0,0,0
"ASV_3950",0,0,2,332,0,0,0,0,0,0
"ASV_3951",122,0,0,0,0,0,0,0,0,0
"ASV_3952",0,1,0,374,0,0,0,0,0,0
"ASV_3953",0,0,15,0,75,0,0,0,0,0
"ASV_3954",0,0,0,0,0,0,0,0,0,32
"ASV_3963",0,0,2,0,0,0,0,0,0,25
"ASV_3977",0,0,11,0,0,0,0,0,0,0
"ASV_3979",39,0,2,43,78,0,0,4,0,0
"ASV_3980",0,0,22,0,0,0,0,0,0,0
"ASV_3981",0,0,21,0,0,0,0,0,0,0
"ASV_3983",0,0,0,408,0,0,0,0,0,0
"ASV_3988",0,0,15,0,0,0,0,0,0,0
"ASV_3995",7,0,12,133,0,0,0,0,0,0
