SampleID,Leaf_Status,Relabun,SE
ASV_129_Rhodobacteraceae,Healthy,0,0
ASV_129_Rhodobacteraceae,Unhealthy,0.784492211,0.154156254
ASV_355_Methylotenera,Healthy,0,0
ASV_355_Methylotenera,Unhealthy,0.159643603,0.068855678
ASV_413_Pontixanthobacter,Healthy,0,0
ASV_413_Pontixanthobacter,Unhealthy,0.179187695,0.070906869
ASV_497_Methylotenera,Healthy,0.264494632,0.154804208
ASV_497_Methylotenera,Unhealthy,0,0
